annee,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
2023,mars,4,19.9,nan,nan,20.9,1018.6,3.7,0
2023,mars,5,14.7,63.0,3.8,18.7,1012.3,3.1,68
2023,mars,6,21.9,69.0,nan,12.7,nan,5.2,0
2023,mars,7,21.2,68.9,1.7,18.0,1012.0,3.0,85
2023,mars,8,nan,nan,3.2,nan,1013.8,3.7,0
2023,mars,9,13.2,74.7,4.9,11.3,1016.0,2.8,61
2023,mars,10,16.9,72.8,4.7,19.3,nan,5.6,54
2023,mars,11,17.0,nan,2.9,14.1,1013.4,4.2,0
2023,mars,12,11.3,nan,3.9,16.9,1016.2,2.4,0
2023,mars,13,20.9,64.7,2.6,10.9,nan,3.4,78
2023,mars,14,20.2,66.2,nan,19.6,1017.4,1.3,0
2023,mars,15,nan,70.3,4.9,7.5,1021.1,3.9,0
2023,mars,16,14.9,78.0,nan,19.1,1013.1,6.0,0
2023,mars,17,17.2,69.6,0.3,7.1,1018.6,3.1,75
2023,mars,18,15.4,66.8,7.0,20.7,nan,4.5,68
2023,mars,19,13.9,68.9,0.1,18.9,1021.8,6.8,68
2023,mars,20,nan,63.0,3.1,17.1,1017.3,5.8,0
2023,mars,21,12.8,75.0,1.7,14.5,1018.0,2.7,68
2023,mars,22,16.2,68.5,nan,17.8,1015.2,4.0,0
2023,mars,23,14.8,64.5,5.1,13.3,1018.1,4.0,68
2023,mars,24,17.8,75.6,4.3,14.7,1012.4,4.8,61
2023,mars,25,13.4,59.0,2.2,11.3,1014.5,4.6,68
2023,mars,26,10.6,77.3,3.6,12.7,1017.2,2.4,61
2023,mars,27,15.3,70.1,nan,17.1,1015.3,3.4,0
2023,mars,28,18.0,73.6,1.8,18.1,1011.3,4.2,78
2023,mars,29,nan,nan,2.2,18.4,1022.2,2.7,0
2023,mars,30,15.2,69.5,3.7,16.5,1017.4,4.8,68
2023,mars,31,18.8,nan,3.4,21.4,1013.5,3.4,0
2023,avril,1,17.4,55.2,1.5,9.7,nan,3.7,75
2023,avril,2,nan,58.0,7.0,7.5,1013.4,4.6,0
2023,avril,3,17.0,64.5,2.0,20.5,1016.2,4.7,75
2023,avril,4,14.1,64.8,4.8,19.8,1012.1,5.0,68
2023,avril,5,15.6,59.0,5.8,14.4,nan,3.6,68
2023,avril,6,16.7,64.6,5.2,10.0,1015.2,nan,0
2023,avril,7,nan,63.4,0.0,nan,1017.2,3.7,0
2023,avril,8,18.8,71.5,1.2,11.7,1016.1,6.3,71
2023,avril,9,18.2,55.5,0.1,9.7,1011.8,nan,0
2023,avril,10,12.5,68.4,0.1,nan,1011.1,6.7,0
2023,avril,11,nan,63.8,nan,18.7,1013.4,4.6,0
2023,avril,12,22.7,64.6,2.9,13.5,1016.2,6.4,71
2023,avril,13,19.8,nan,0.1,nan,1015.8,4.6,0
2023,avril,14,16.3,68.0,6.2,15.0,1013.0,4.5,68
2023,avril,15,22.2,53.7,1.6,11.2,1015.5,4.8,85
2023,avril,16,nan,52.6,6.2,13.9,1011.1,4.2,0
2023,avril,17,nan,52.1,4.5,nan,1016.2,4.2,0
2023,avril,18,17.5,nan,0.6,nan,1017.7,4.8,0
2023,avril,19,19.6,67.9,nan,15.7,1011.7,4.7,0
2023,avril,20,21.7,64.8,0.0,20.4,1009.9,nan,0
2023,avril,21,16.8,67.7,1.9,12.5,1014.4,4.5,75
2023,avril,22,11.2,70.8,7.3,13.7,1014.9,3.6,61
2023,avril,23,16.7,58.4,5.8,10.3,1017.0,4.3,68
2023,avril,24,18.4,65.3,5.0,16.7,nan,4.9,78
2023,avril,25,16.9,51.8,2.6,21.4,nan,4.0,68
2023,avril,26,14.7,nan,0.0,14.4,1012.2,6.9,0
2023,avril,27,18.2,48.7,4.5,11.4,1012.1,4.1,78
2023,avril,28,16.4,70.4,0.1,13.5,1012.5,4.7,68
2023,avril,29,27.1,59.9,1.6,14.1,1014.0,4.3,85
2023,avril,30,15.1,60.3,6.0,13.8,nan,5.9,61
2023,mai,1,21.1,62.3,nan,22.4,nan,7.5,0
2023,mai,2,26.6,58.7,4.0,21.1,1012.1,nan,0
2023,mai,3,19.0,57.2,0.0,18.2,1017.0,8.2,72
2023,mai,4,25.9,59.0,3.2,15.7,1015.8,6.1,71
2023,mai,5,22.8,62.8,0.0,14.4,1012.4,nan,0
2023,mai,6,19.2,52.2,5.6,16.4,1010.0,nan,0
2023,mai,7,24.0,50.1,0.8,14.5,1017.2,8.2,72
2023,mai,8,19.6,58.0,0.6,16.3,1011.0,nan,0
2023,mai,9,21.2,54.9,nan,31.5,1019.4,7.4,0
2023,mai,10,25.2,54.9,0.5,13.6,1015.1,6.8,78
2023,mai,11,22.7,52.3,5.2,nan,1012.8,6.9,0
2023,mai,12,nan,53.2,2.3,nan,nan,6.3,0
2023,mai,13,21.5,55.8,0.0,8.3,1014.8,nan,0
2023,mai,14,20.2,54.2,4.8,14.6,1016.0,8.1,65
2023,mai,15,22.3,58.3,1.0,12.6,1012.8,nan,0
2023,mai,16,22.0,49.5,2.3,9.3,nan,9.1,65
2023,mai,17,19.4,53.7,4.0,15.7,1014.1,6.5,71
2023,mai,18,26.0,53.3,2.1,14.5,1014.5,6.9,71
2023,mai,19,22.8,nan,1.4,10.6,1015.3,7.0,0
2023,mai,20,27.3,56.6,3.2,nan,1020.5,nan,0
2023,mai,21,16.7,nan,0.0,nan,1020.5,6.1,0
2023,mai,22,19.6,43.1,1.0,nan,1016.2,7.1,0
2023,mai,23,nan,57.1,5.2,7.8,1015.4,7.4,0
2023,mai,24,22.5,56.6,2.3,24.9,1010.4,7.4,65
2023,mai,25,16.8,68.3,3.4,14.5,1013.3,8.3,55
2023,mai,26,21.2,53.4,2.4,21.2,1019.1,nan,0
2023,mai,27,22.4,54.8,1.1,11.3,1016.1,7.2,72
2023,mai,28,22.8,59.6,0.8,8.7,1013.5,6.6,78
2023,mai,29,21.2,64.0,5.3,15.9,1009.7,7.4,65
2023,mai,30,nan,63.3,0.4,20.5,1012.4,6.9,0
2023,mai,31,27.6,60.4,2.9,8.6,1011.2,5.6,71
2023,juin,1,26.5,53.5,0.8,17.1,nan,9.5,72
2023,juin,2,32.1,55.7,nan,22.5,1009.5,9.3,0
2023,juin,3,31.8,51.5,0.0,13.8,1016.2,6.1,68
2023,juin,4,23.6,44.3,1.1,13.7,1012.1,11.0,72
2023,juin,5,21.3,48.7,0.2,11.9,1012.6,9.9,72
2023,juin,6,24.1,41.7,0.3,18.9,1016.5,nan,0
2023,juin,7,32.2,60.0,1.5,8.0,1014.7,7.2,52
2023,juin,8,27.3,50.9,2.5,15.7,nan,9.3,65
2023,juin,9,24.0,52.4,0.6,13.2,1011.4,10.0,72
2023,juin,10,24.5,52.6,2.5,13.4,1010.4,9.0,65
2023,juin,11,22.0,64.2,2.3,15.5,1011.0,9.8,65
2023,juin,12,27.9,49.4,0.0,12.5,1012.8,10.3,72
2023,juin,13,26.2,58.8,1.2,16.9,1014.4,10.0,72
2023,juin,14,32.0,45.4,0.0,17.6,1013.5,nan,0
2023,juin,15,30.0,47.5,0.0,11.1,1011.0,9.3,62
2023,juin,16,23.4,54.3,0.0,17.3,1008.3,10.2,72
2023,juin,17,30.4,nan,0.7,18.7,1012.3,8.4,0
2023,juin,18,25.0,62.3,0.0,13.9,1011.8,8.7,72
2023,juin,19,22.3,55.7,5.8,14.5,1013.2,9.7,65
2023,juin,20,28.9,40.4,nan,10.6,1012.5,7.6,0
2023,juin,21,24.1,57.9,0.0,nan,1016.2,nan,0
2023,juin,22,26.2,51.1,1.4,16.6,1007.0,9.9,72
2023,juin,23,24.8,52.1,nan,16.6,1017.6,8.4,0
2023,juin,24,33.6,51.5,0.0,9.6,1009.9,8.5,52
2023,juin,25,26.5,nan,nan,18.9,1015.6,9.0,0
2023,juin,26,25.0,nan,0.5,12.8,1012.4,nan,0
2023,juin,27,25.9,54.9,2.6,7.3,1008.9,9.9,65
2023,juin,28,nan,47.3,0.0,12.6,1014.3,8.1,0
2023,juin,29,28.7,52.0,0.0,17.3,1013.5,9.0,62
2023,juin,30,26.1,61.5,0.0,16.0,1015.5,7.8,72
2023,juillet,1,25.7,44.4,0.0,8.6,1011.7,9.3,72
2023,juillet,2,26.3,nan,0.0,14.0,1004.4,10.7,0
2023,juillet,3,36.1,35.1,nan,nan,1014.5,9.7,0
2023,juillet,4,29.8,37.0,0.2,14.8,1015.0,10.0,55
2023,juillet,5,29.0,41.4,nan,6.0,1016.7,9.7,0
2023,juillet,6,25.1,46.9,4.5,12.6,1013.5,11.0,65
2023,juillet,7,32.8,50.8,0.0,7.3,1007.1,10.4,52
2023,juillet,8,30.3,47.1,0.0,14.9,1017.6,10.6,62
2023,juillet,9,30.4,50.9,nan,16.6,1015.4,11.0,0
2023,juillet,10,37.0,nan,0.2,19.3,1010.0,10.9,0
2023,juillet,11,27.2,48.9,0.0,15.1,1012.8,nan,0
2023,juillet,12,nan,39.3,1.9,nan,1009.1,11.0,0
2023,juillet,13,25.4,45.8,0.9,nan,nan,9.0,0
2023,juillet,14,27.0,32.2,nan,13.9,1014.9,9.9,0
2023,juillet,15,30.0,48.7,0.3,15.8,1006.9,10.1,62
2023,juillet,16,24.4,42.7,0.1,14.9,1011.8,10.3,72
2023,juillet,17,26.6,49.1,0.0,nan,nan,9.9,0
2023,juillet,18,nan,39.9,1.9,10.2,1012.7,7.8,0
2023,juillet,19,33.3,38.8,nan,6.7,1007.5,8.3,0
2023,juillet,20,29.1,44.6,0.0,12.9,1012.4,10.2,62
2023,juillet,21,28.6,44.9,nan,16.0,1011.4,8.1,0
2023,juillet,22,28.5,nan,3.0,16.9,nan,10.4,0
2023,juillet,23,30.9,39.5,3.5,9.8,1009.9,10.5,48
2023,juillet,24,33.4,58.3,0.2,9.7,1012.8,9.7,52
2023,juillet,25,28.2,45.9,0.0,9.3,1010.8,10.6,62
2023,juillet,26,29.7,48.3,1.7,12.9,nan,9.8,62
2023,juillet,27,25.3,45.8,1.7,17.9,nan,8.5,72
2023,juillet,28,32.4,42.2,2.6,16.2,1009.1,10.9,45
2023,juillet,29,32.7,nan,0.0,12.6,nan,10.0,0
2023,juillet,30,31.2,41.3,0.0,12.0,1013.4,11.0,62
2023,juillet,31,28.3,58.0,1.5,12.7,1014.8,9.6,62
2023,aout,1,33.2,42.2,0.8,16.5,1007.5,9.1,52
2023,aout,2,nan,nan,2.0,11.9,1011.0,9.8,0
2023,aout,3,32.8,35.9,0.0,nan,1010.0,nan,0
2023,aout,4,26.5,41.8,1.8,17.7,1010.8,9.9,72
2023,aout,5,35.9,45.5,2.1,10.9,1010.7,10.7,45
2023,aout,6,33.1,43.8,0.4,18.5,1014.9,10.8,52
2023,aout,7,28.4,47.8,0.1,21.2,1012.0,10.3,62
2023,aout,8,28.9,44.6,0.6,7.0,nan,10.5,62
2023,aout,9,31.4,48.8,0.0,10.9,1017.3,10.4,62
2023,aout,10,29.3,46.7,1.6,19.1,1004.9,9.8,62
2023,aout,11,23.9,49.2,3.3,18.8,1011.4,10.9,65
2023,aout,12,39.3,40.2,1.1,nan,1018.7,9.3,0
2023,aout,13,29.9,44.9,0.0,12.9,1010.6,10.7,62
2023,aout,14,28.0,40.6,1.9,15.7,1014.9,10.1,72
2023,aout,15,29.9,50.8,0.0,11.2,1010.5,8.1,62
2023,aout,16,28.7,50.4,0.0,10.7,1011.5,10.1,62
2023,aout,17,36.9,42.0,2.4,18.6,1012.2,9.2,45
2023,aout,18,31.4,44.1,4.6,8.9,1012.6,11.0,55
2023,aout,19,35.7,44.3,2.6,12.2,1010.7,11.0,45
2023,aout,20,30.6,40.5,2.0,11.3,nan,10.8,62
2023,aout,21,32.3,49.5,nan,15.5,1004.4,10.2,0
2023,aout,22,25.7,50.3,nan,14.4,1012.4,9.4,0
2023,aout,23,31.2,51.8,1.1,14.4,1009.1,nan,0
2023,aout,24,nan,nan,0.0,13.3,1012.5,11.0,0
2023,aout,25,nan,42.4,2.0,12.4,1013.8,10.3,0
2023,aout,26,24.4,51.2,0.0,13.0,1010.2,nan,0
2023,aout,27,25.7,44.0,0.2,13.0,1010.5,9.6,72
2023,aout,28,nan,48.4,1.3,5.7,nan,8.7,0
2023,aout,29,30.7,nan,0.1,10.2,nan,11.0,0
2023,aout,30,33.6,56.1,nan,10.4,1011.8,11.0,0
2023,aout,31,32.7,nan,0.0,nan,1007.4,8.8,0
2023,septembre,1,21.8,54.2,2.1,16.3,1018.3,nan,0
2023,septembre,2,nan,nan,1.0,11.4,1010.0,nan,0
2023,septembre,3,27.7,51.6,3.2,18.5,nan,7.3,65
2023,septembre,4,nan,56.1,0.0,21.0,1017.6,nan,0
2023,septembre,5,nan,51.4,1.5,12.8,1020.2,7.5,0
2023,septembre,6,nan,60.2,nan,12.7,nan,8.5,0
2023,septembre,7,31.6,53.6,0.4,12.0,1009.7,7.3,62
2023,septembre,8,27.9,55.6,0.0,nan,nan,7.0,0
2023,septembre,9,30.1,57.9,nan,18.7,1009.9,7.3,0
2023,septembre,10,27.8,58.1,0.0,9.5,nan,7.9,72
2023,septembre,11,27.8,47.6,nan,16.9,1009.8,8.4,0
2023,septembre,12,22.0,46.8,nan,6.9,1014.2,6.5,0
2023,septembre,13,27.8,50.3,0.0,3.9,1012.6,7.8,72
2023,septembre,14,28.0,54.6,0.7,10.8,1011.3,7.8,72
2023,septembre,15,28.9,47.3,1.7,13.6,nan,9.3,62
2023,septembre,16,23.4,nan,0.1,9.3,nan,6.9,0
2023,septembre,17,28.5,58.0,1.4,nan,1011.2,nan,0
2023,septembre,18,28.0,51.0,1.9,9.7,1017.4,8.0,72
2023,septembre,19,26.3,57.9,nan,12.4,1016.3,7.2,0
2023,septembre,20,31.9,50.2,0.0,16.3,1014.5,nan,0
2023,septembre,21,23.0,51.4,1.1,11.3,1015.5,8.6,72
2023,septembre,22,23.6,nan,0.8,18.9,1009.4,8.4,0
2023,septembre,23,26.4,57.6,nan,10.1,1013.6,7.7,0
2023,septembre,24,nan,42.8,1.4,8.7,1010.3,8.5,0
2023,septembre,25,30.3,nan,3.0,17.5,1009.0,8.4,0
2023,septembre,26,26.3,59.9,1.2,9.5,1015.6,7.9,72
2023,septembre,27,27.4,54.2,3.1,19.6,1012.3,8.1,65
2023,septembre,28,22.8,nan,0.0,13.9,1011.8,7.7,0
2023,septembre,29,nan,56.9,1.3,21.1,1009.7,8.6,0
2023,septembre,30,30.7,46.9,1.4,17.7,1012.0,8.0,62
2023,octobre,1,22.6,64.9,nan,17.6,1017.2,2.5,0
2023,octobre,2,nan,68.2,3.6,10.8,1020.6,5.7,0
2023,octobre,3,21.7,66.0,5.7,14.0,1018.5,4.9,78
2023,octobre,4,21.6,59.1,1.8,6.1,1012.9,6.1,78
2023,octobre,5,18.3,70.7,2.1,17.9,1015.8,4.9,71
2023,octobre,6,22.5,63.2,3.5,12.1,1013.7,5.3,71
2023,octobre,7,26.2,65.4,4.9,17.8,nan,3.8,78
2023,octobre,8,24.6,53.4,3.4,16.7,1009.4,5.7,71
2023,octobre,9,24.1,68.6,5.7,20.4,1013.6,4.9,78
2023,octobre,10,16.5,60.5,nan,22.7,1015.9,6.0,0
2023,octobre,11,16.4,69.4,nan,17.8,1016.0,4.5,0
2023,octobre,12,18.7,nan,4.3,13.9,1017.5,5.8,0
2023,octobre,13,23.5,58.9,2.5,7.1,1014.1,5.5,71
2023,octobre,14,22.3,60.2,3.3,15.8,nan,2.6,78
2023,octobre,15,20.4,64.3,2.5,nan,1012.6,3.1,0
2023,octobre,16,18.3,nan,0.1,nan,1016.7,5.4,0
2023,octobre,17,26.3,nan,1.8,13.9,1014.6,3.7,0
2023,octobre,18,nan,57.7,3.1,12.1,1017.8,5.4,0
2023,octobre,19,25.6,nan,0.0,10.3,1024.5,2.5,0
2023,octobre,20,nan,67.0,2.1,12.8,1019.5,5.6,0
2023,octobre,21,nan,70.7,0.6,10.1,1013.5,5.6,0
2023,octobre,22,21.2,70.3,3.5,13.4,1013.2,4.7,71
2023,octobre,23,21.3,59.1,4.2,7.8,1015.3,6.2,71
2023,octobre,24,22.6,62.6,7.4,nan,1014.7,3.9,0
2023,octobre,25,22.6,61.0,nan,20.1,1017.2,5.2,0
2023,octobre,26,22.2,67.1,4.7,18.2,1015.2,7.3,65
2023,octobre,27,20.6,59.6,4.8,11.1,nan,4.7,78
2023,octobre,28,14.1,71.6,4.8,16.9,1014.6,nan,0
2023,octobre,29,15.5,58.0,2.7,17.3,1015.4,5.3,61
2023,octobre,30,23.8,68.2,0.4,15.4,1013.0,4.3,85
2023,octobre,31,23.6,56.4,2.7,11.5,1014.5,5.6,71
2023,novembre,1,13.3,66.3,3.8,14.4,nan,3.9,68
2023,novembre,2,16.7,69.4,7.1,nan,1019.1,2.4,0
2023,novembre,3,15.9,69.9,nan,15.1,1017.8,3.9,0
2023,novembre,4,14.1,64.0,3.3,19.4,1016.6,2.6,68
2023,novembre,5,16.1,64.5,nan,17.0,1016.3,nan,0
2023,novembre,6,16.5,nan,4.0,18.1,1016.7,0.8,0
2023,novembre,7,16.1,nan,nan,19.2,1022.4,nan,0
2023,novembre,8,16.9,73.8,nan,12.3,nan,3.0,0
2023,novembre,9,17.2,65.7,nan,13.6,1016.8,2.8,0
2023,novembre,10,11.7,63.6,5.1,17.2,1014.4,4.1,68
2023,novembre,11,19.2,70.6,5.4,24.7,1013.0,2.3,71
2023,novembre,12,22.2,78.3,6.9,18.5,1016.3,3.0,71
2023,novembre,13,20.7,68.0,4.5,13.2,1013.5,3.4,78
2023,novembre,14,12.9,77.4,6.6,18.3,1014.7,3.6,61
2023,novembre,15,21.5,63.2,3.0,20.8,1014.5,nan,0
2023,novembre,16,18.6,73.3,4.2,14.2,1009.3,nan,0
2023,novembre,17,10.8,65.8,2.3,17.3,1015.5,2.2,68
2023,novembre,18,19.7,73.6,nan,22.7,1014.4,2.4,0
2023,novembre,19,16.8,63.7,nan,18.9,1013.9,nan,0
2023,novembre,20,17.2,74.0,nan,9.7,1015.7,3.6,0
2023,novembre,21,19.1,69.5,5.1,17.9,1015.8,2.3,78
2023,novembre,22,15.2,nan,7.8,15.8,1021.1,2.0,0
2023,novembre,23,20.5,71.1,1.8,15.6,1014.5,2.3,78
2023,novembre,24,22.1,67.4,4.8,19.5,1014.7,3.9,78
2023,novembre,25,20.3,69.5,nan,11.2,1016.9,4.3,0
2023,novembre,26,13.2,67.3,4.5,19.3,1016.4,3.2,68
2023,novembre,27,nan,61.8,nan,14.3,1014.0,4.3,0
2023,novembre,28,18.1,72.9,4.7,5.1,1024.0,0.9,71
2023,novembre,29,15.9,72.4,4.4,22.1,1020.0,4.0,61
2023,novembre,30,20.0,70.9,6.8,18.7,nan,3.1,71
2023,decembre,1,13.2,nan,5.5,12.5,1024.3,2.8,0
2023,decembre,2,11.1,72.3,5.5,17.4,1019.9,3.8,61
2023,decembre,3,19.9,83.3,7.6,14.3,nan,0.3,66
2023,decembre,4,9.2,nan,6.8,20.9,1022.0,3.7,0
2023,decembre,5,12.4,nan,5.2,19.0,1014.5,2.1,0
2023,decembre,6,14.4,nan,3.2,20.0,1016.5,nan,0
2023,decembre,7,11.4,71.7,4.9,20.2,1023.4,0.9,61
2023,decembre,8,11.7,75.7,7.2,18.4,1017.5,nan,0
2023,decembre,9,9.7,63.4,2.7,20.1,1013.5,2.0,58
2023,decembre,10,14.6,72.8,3.2,20.0,nan,2.2,61
2023,decembre,11,12.9,73.2,3.7,16.7,1021.5,3.0,61
2023,decembre,12,19.8,78.2,5.8,20.2,1022.0,1.4,71
2023,decembre,13,11.9,70.9,7.8,15.6,nan,2.7,61
2023,decembre,14,12.5,nan,2.0,15.2,1018.1,3.5,0
2023,decembre,15,10.8,nan,6.1,14.5,1021.0,1.5,0
2023,decembre,16,15.9,77.4,3.8,12.8,1019.2,3.0,61
2023,decembre,17,12.2,nan,5.4,19.3,1016.0,3.5,0
2023,decembre,18,5.4,72.1,4.8,18.3,1020.3,3.1,51
2023,decembre,19,16.5,78.8,1.6,23.9,1016.9,nan,0
2023,decembre,20,5.7,69.0,2.2,nan,1017.4,3.8,0
2023,decembre,21,11.6,80.5,4.5,19.6,1020.1,0.4,56
2023,decembre,22,11.8,67.2,4.8,12.0,1021.5,1.2,68
2023,decembre,23,15.8,76.1,1.9,14.8,1016.9,3.5,68
2023,decembre,24,11.6,68.9,2.0,20.6,1018.1,1.8,75
2023,decembre,25,12.4,70.3,4.1,23.1,1019.6,0.8,61
2023,decembre,26,10.1,73.5,5.2,18.1,1019.9,1.8,61
2023,decembre,27,20.1,75.4,7.5,24.2,1016.5,1.7,71
2023,decembre,28,14.8,nan,6.1,14.7,1017.7,2.2,0
2023,decembre,29,12.7,67.5,5.9,19.8,nan,nan,0
2023,decembre,30,14.7,72.0,6.1,17.6,1019.1,1.3,61
2023,decembre,31,15.7,74.4,5.9,20.8,1015.7,2.1,61
2024,janvier,1,8.8,79.4,3.2,16.6,1020.3,2.7,51
2024,janvier,2,11.0,79.2,nan,17.4,1015.9,3.1,0
2024,janvier,3,9.2,nan,5.7,18.3,1024.2,2.1,0
2024,janvier,4,16.5,83.9,4.2,10.9,1016.2,2.0,56
2024,janvier,5,3.7,75.2,2.3,19.2,1017.2,3.3,51
2024,janvier,6,7.1,78.9,3.8,nan,1015.8,2.5,0
2024,janvier,7,12.3,76.7,4.5,22.6,1018.0,2.1,61
2024,janvier,8,12.1,78.4,5.0,nan,nan,2.7,0
2024,janvier,9,6.7,nan,4.3,nan,1018.1,2.0,0
2024,janvier,10,14.6,73.9,2.1,18.9,1013.7,1.1,61
2024,janvier,11,9.8,75.6,nan,18.3,1012.3,1.2,0
2024,janvier,12,13.7,72.8,1.6,11.8,1019.1,nan,0
2024,janvier,13,12.0,74.6,3.4,18.9,nan,1.6,61
2024,janvier,14,12.4,73.6,7.2,18.9,1017.8,3.1,61
2024,janvier,15,10.7,77.6,7.1,14.5,1016.7,0.1,61
2024,janvier,16,15.4,69.1,6.9,19.4,1019.2,1.8,68
2024,janvier,17,12.2,76.7,9.3,17.0,1019.9,1.4,61
2024,janvier,18,16.1,nan,3.6,12.8,nan,1.2,0
2024,janvier,19,10.4,76.4,0.8,27.0,1017.1,3.6,68
2024,janvier,20,9.4,75.3,6.5,15.2,nan,0.8,51
2024,janvier,21,13.8,62.2,9.1,18.3,1021.3,0.0,68
2024,janvier,22,8.9,74.2,3.8,12.6,1010.6,1.4,51
2024,janvier,23,9.8,74.6,6.8,16.3,1021.2,1.7,51
2024,janvier,24,10.8,73.7,3.2,17.0,1019.9,3.5,61
2024,janvier,25,14.6,78.8,4.6,20.5,1020.5,3.3,61
2024,janvier,26,nan,68.8,5.9,19.2,1018.5,1.5,0
2024,janvier,27,12.5,70.5,nan,21.9,1017.7,nan,0
2024,janvier,28,nan,nan,9.4,17.9,1016.6,2.7,0
2024,janvier,29,14.5,74.4,4.1,17.0,1019.2,0.4,61
2024,janvier,30,11.1,70.2,7.3,16.6,1017.1,nan,0
2024,janvier,31,15.1,67.5,1.9,15.7,nan,0.7,75
2024,fevrier,1,14.1,70.1,7.6,21.2,1019.8,2.2,61
2024,fevrier,2,11.9,80.2,3.9,10.8,1018.5,4.0,56
