annee,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
2023,octobre,21,nan,60.4,2.8,16.7,1015.9,4.7,0
2023,octobre,22,26.5,65.4,2.0,13.5,nan,nan,0
2023,octobre,23,20.3,65.2,1.1,13.6,1009.5,4.2,85
2023,octobre,24,24.0,70.5,1.0,15.0,1011.3,4.4,78
2023,octobre,25,22.8,nan,4.3,17.3,1015.0,2.8,0
2023,octobre,26,26.3,65.6,nan,9.7,1013.6,6.8,0
2023,octobre,27,nan,68.6,nan,21.6,1018.8,5.2,0
2023,octobre,28,23.2,66.0,4.9,12.7,1013.5,4.5,78
2023,octobre,29,12.7,64.8,2.2,13.4,1016.6,3.2,68
2023,octobre,30,18.3,70.6,4.3,17.8,1007.8,3.4,71
2023,octobre,31,16.9,62.8,5.0,20.5,nan,5.6,61
2023,novembre,1,20.2,69.2,5.2,12.4,1014.4,2.3,78
2023,novembre,2,15.6,67.3,3.0,nan,1019.6,2.4,0
2023,novembre,3,16.7,69.4,5.1,14.4,1010.8,4.5,68
2023,novembre,4,nan,72.2,7.4,nan,1014.6,4.1,0
2023,novembre,5,nan,71.9,1.0,12.2,nan,2.5,0
2023,novembre,6,15.2,71.2,nan,22.9,1016.9,4.3,0
2023,novembre,7,16.8,66.1,6.1,23.0,1012.8,5.3,61
2023,novembre,8,19.7,68.8,4.1,17.9,1020.9,1.0,78
2023,novembre,9,17.3,74.1,6.6,22.2,1015.9,2.3,61
2023,novembre,10,18.9,72.5,3.1,12.6,1019.5,2.5,71
2023,novembre,11,12.9,76.3,0.9,16.1,1016.1,1.8,68
2023,novembre,12,20.9,67.7,5.6,18.0,nan,1.6,78
2023,novembre,13,18.4,nan,0.7,18.5,1015.8,1.5,0
2023,novembre,14,13.3,65.4,2.5,21.9,1013.8,2.2,68
2023,novembre,15,21.4,62.2,3.9,22.8,1013.3,2.4,78
2023,novembre,16,20.2,70.8,3.5,14.7,1018.1,2.9,71
2023,novembre,17,19.6,67.1,7.0,18.8,1024.0,4.4,78
2023,novembre,18,18.8,73.8,0.1,18.3,1018.4,3.1,78
2023,novembre,19,15.1,nan,5.1,21.1,1015.8,2.8,0
2023,novembre,20,15.4,76.7,4.0,13.5,1017.1,3.6,61
2023,novembre,21,15.9,63.0,2.5,19.3,1010.7,3.6,68
2023,novembre,22,nan,70.5,2.7,16.1,1017.9,4.2,0
2023,novembre,23,15.4,74.1,5.0,12.2,nan,2.9,61
2023,novembre,24,19.5,65.8,1.4,nan,1018.8,1.9,0
2023,novembre,25,15.9,68.0,2.3,14.8,1020.4,2.9,68
2023,novembre,26,14.6,69.4,0.9,21.4,nan,3.0,75
2023,novembre,27,16.3,66.1,6.7,21.2,1018.1,3.3,68
2023,novembre,28,16.5,69.0,5.0,17.5,1021.3,nan,0
2023,novembre,29,17.1,71.6,5.4,nan,1015.3,2.1,0
2023,novembre,30,19.9,69.5,2.7,15.3,1020.0,2.2,78
2023,decembre,1,nan,64.7,6.1,17.6,nan,1.9,0
2023,decembre,2,nan,76.8,3.7,25.1,1014.9,1.8,0
2023,decembre,3,nan,72.1,2.2,20.8,1016.7,3.6,0
2023,decembre,4,nan,nan,5.4,15.5,1011.8,0.8,0
2023,decembre,5,12.8,nan,6.8,12.1,1020.2,0.3,0
2023,decembre,6,8.6,84.3,5.6,18.7,1015.7,0.6,46
2023,decembre,7,11.8,72.5,5.5,nan,1018.7,1.2,0
2023,decembre,8,19.9,80.7,5.1,22.2,1017.9,nan,0
2023,decembre,9,12.6,72.0,7.8,22.2,1017.9,2.0,61
2023,decembre,10,14.9,nan,5.3,nan,1017.9,2.3,0
2023,decembre,11,14.5,75.7,6.6,21.3,1021.9,1.5,61
2023,decembre,12,11.7,72.6,6.2,13.6,1017.1,2.6,61
2023,decembre,13,14.1,63.0,5.2,13.6,1017.7,1.1,68
2023,decembre,14,13.6,80.4,1.4,13.7,1011.1,2.0,63
2023,decembre,15,13.4,68.6,1.9,18.8,nan,nan,0
2023,decembre,16,nan,73.3,4.6,21.9,1023.2,3.2,0
2023,decembre,17,10.3,82.9,4.0,24.5,1019.0,nan,0
2023,decembre,18,12.3,75.1,9.8,18.1,1014.8,2.9,61
2023,decembre,19,15.0,73.7,6.8,21.2,1015.5,1.9,61
2023,decembre,20,13.0,72.5,6.7,26.2,1019.0,2.1,61
2023,decembre,21,15.0,77.7,5.3,17.9,1014.5,nan,0
2023,decembre,22,13.4,72.8,nan,18.6,1020.7,3.5,0
2023,decembre,23,16.8,70.8,6.0,17.4,1013.0,nan,0
2023,decembre,24,15.5,82.2,6.4,13.7,1017.2,2.9,56
2023,decembre,25,18.3,68.7,3.3,17.2,1019.3,1.7,78
2023,decembre,26,6.8,78.7,9.0,16.7,1017.6,1.5,51
2023,decembre,27,15.6,69.6,6.7,16.1,1018.2,1.0,68
2023,decembre,28,16.1,nan,3.0,15.9,nan,2.2,0
2023,decembre,29,nan,75.1,5.4,19.6,1017.2,2.2,0
2023,decembre,30,12.6,82.3,6.6,nan,1018.1,nan,0
2023,decembre,31,10.8,78.4,10.0,15.4,1015.7,0.7,61
2024,janvier,1,14.7,64.4,5.2,21.3,1018.8,nan,0
2024,janvier,2,9.2,68.9,8.1,15.9,1023.6,2.0,58
2024,janvier,3,11.9,84.8,4.4,21.5,1019.7,1.4,56
2024,janvier,4,12.8,73.5,4.4,23.5,1007.9,nan,0
2024,janvier,5,15.5,67.7,4.6,19.5,1013.6,2.7,68
2024,janvier,6,nan,72.0,2.9,14.5,1016.7,nan,0
2024,janvier,7,nan,nan,nan,16.3,1015.7,3.7,0
2024,janvier,8,12.2,74.3,4.6,23.2,1018.1,2.3,61
2024,janvier,9,8.6,76.5,5.4,23.4,1018.5,1.3,51
2024,janvier,10,9.1,71.3,3.7,17.6,1021.0,1.7,51
2024,janvier,11,nan,68.3,nan,18.5,1020.6,2.1,0
2024,janvier,12,nan,74.1,nan,16.4,1012.3,3.0,0
2024,janvier,13,nan,76.6,3.2,nan,1017.2,nan,0
2024,janvier,14,nan,64.0,5.6,13.9,1016.2,nan,0
2024,janvier,15,12.4,67.1,2.4,22.0,1018.3,1.6,68
2024,janvier,16,16.4,76.0,4.7,18.5,1018.0,nan,0
2024,janvier,17,10.2,71.9,2.6,18.0,1024.0,0.9,61
2024,janvier,18,11.3,72.8,5.6,11.3,1020.8,1.4,61
2024,janvier,19,7.9,74.5,6.1,15.7,1013.5,1.6,51
2024,janvier,20,14.1,76.3,3.7,20.8,1020.6,1.3,61
2024,janvier,21,10.4,77.1,nan,17.1,1014.5,2.5,0
2024,janvier,22,11.5,76.5,7.7,23.0,1018.5,2.4,61
2024,janvier,23,15.6,nan,4.3,22.1,1016.9,4.0,0
2024,janvier,24,nan,75.6,8.3,21.7,1019.0,1.7,0
2024,janvier,25,7.9,nan,3.9,17.8,1018.8,nan,0
2024,janvier,26,12.0,64.6,4.8,19.5,1024.3,1.1,68
2024,janvier,27,nan,76.6,5.9,nan,1021.9,2.5,0
2024,janvier,28,10.4,82.9,nan,nan,1018.2,nan,0
2024,janvier,29,nan,68.5,9.0,20.6,1016.3,3.0,0
2024,janvier,30,6.7,72.9,2.7,21.8,1016.6,3.6,51
2024,janvier,31,14.0,65.7,4.5,9.0,1015.3,2.6,68
2024,fevrier,1,18.1,71.1,4.5,21.9,1019.2,2.2,71
2024,fevrier,2,14.6,69.9,nan,16.6,1011.7,4.3,0
