nom_station,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
Station_Rabat,avril,4,nan,nan,nan,91,984,nan,0
Station_Rabat,avril,5,1,nan,nan,nan,1020,1,0
Station_Rabat,avril,6,nan,nan,14,nan,1021,nan,0
Station_Rabat,avril,7,13,nan,nan,93,nan,6,0
Station_Rabat,avril,8,nan,nan,nan,76,nan,nan,0
Station_Rabat,avril,9,nan,nan,nan,67,999,nan,0
Station_Rabat,avril,10,35,35,18,81,nan,4,28
Station_Rabat,avril,11,nan,87,11,61,nan,nan,0
Station_Rabat,avril,12,11,nan,nan,93,1010,10,0
Station_Rabat,avril,13,nan,67,nan,nan,1029,7,0
Station_Rabat,avril,14,nan,79,0,nan,994,8,0
Station_Rabat,avril,15,22,40,nan,98,nan,6,0
Station_Rabat,avril,16,35,nan,nan,79,nan,nan,0
Station_Rabat,avril,17,nan,15,15,nan,1012,2,0
Station_Rabat,avril,18,32,nan,nan,nan,nan,nan,0
Station_Rabat,avril,19,nan,56,20,23,997,nan,0
Station_Rabat,avril,20,nan,36,nan,56,nan,nan,0
Station_Rabat,avril,21,16,nan,8,nan,1013,nan,0
Station_Rabat,avril,22,nan,nan,19,nan,nan,nan,0
Station_Rabat,avril,23,nan,nan,20,nan,nan,11,0
Station_Rabat,avril,24,nan,nan,nan,47,nan,4,0
Station_Rabat,avril,25,nan,96,13,nan,nan,9,0
Station_Rabat,avril,26,nan,65,nan,1,nan,6,0
Station_Rabat,avril,27,nan,nan,nan,nan,nan,8,0
Station_Rabat,avril,28,nan,95,11,nan,1005,nan,0
Station_Rabat,avril,29,11,37,nan,52,1006,nan,0
Station_Rabat,avril,30,21,nan,8,30,982,4,0
Station_Rabat,mai,1,6,79,nan,nan,nan,0,0
Station_Rabat,mai,2,11,97,2,14,995,2,63
Station_Rabat,mai,3,nan,75,nan,nan,nan,nan,0
Station_Rabat,mai,4,38,nan,nan,22,1039,nan,0
Station_Rabat,mai,5,nan,97,nan,nan,nan,nan,0
Station_Rabat,mai,6,nan,nan,13,nan,nan,3,0
Station_Rabat,mai,7,nan,nan,nan,3,991,5,0
Station_Rabat,mai,8,nan,nan,9,94,1035,nan,0
Station_Rabat,mai,9,34,79,19,24,nan,0,43
Station_Rabat,mai,10,19,nan,nan,52,1028,nan,0
Station_Rabat,mai,11,12,13,nan,19,nan,4,0
Station_Rabat,mai,12,nan,28,nan,64,nan,nan,0
Station_Rabat,mai,13,nan,74,nan,93,nan,nan,0
Station_Rabat,mai,14,nan,86,1,nan,991,nan,0
Station_Rabat,mai,15,nan,34,4,nan,nan,0,0
Station_Rabat,mai,16,nan,99,nan,31,1040,4,0
Station_Rabat,mai,17,nan,nan,nan,nan,1002,nan,0
Station_Rabat,mai,18,nan,nan,20,nan,1025,2,0
Station_Rabat,mai,19,nan,48,7,92,nan,nan,0
Station_Rabat,mai,20,14,72,17,nan,nan,1,0
Station_Rabat,mai,21,27,24,nan,85,1007,4,0
Station_Rabat,mai,22,nan,35,6,57,nan,5,0
Station_Rabat,mai,23,nan,97,13,12,1000,0,0
Station_Rabat,mai,24,nan,67,nan,nan,nan,10,0
Station_Rabat,mai,25,38,nan,13,nan,1035,4,0
Station_Rabat,mai,26,nan,90,nan,nan,nan,2,0
Station_Rabat,mai,27,20,87,nan,14,1021,nan,0
Station_Rabat,mai,28,38,46,2,nan,nan,11,0
Station_Rabat,mai,29,35,98,18,79,nan,6,16
Station_Rabat,mai,30,nan,nan,nan,nan,nan,11,0
Station_Rabat,mai,31,26,19,nan,nan,982,nan,0
Station_Rabat,juin,1,16,40,nan,nan,1011,nan,0
Station_Rabat,juin,2,26,nan,0,nan,1013,nan,0
Station_Rabat,juin,3,31,nan,1,13,1018,8,0
Station_Rabat,juin,4,18,81,14,98,nan,7,36
Station_Rabat,juin,5,26,nan,14,nan,1020,1,0
Station_Rabat,juin,6,nan,nan,18,48,1016,nan,0
Station_Rabat,juin,7,nan,nan,1,66,1040,7,0
Station_Rabat,juin,8,29,73,0,51,1031,1,61
Station_Rabat,juin,9,nan,98,nan,nan,998,nan,0
Station_Rabat,juin,10,nan,nan,19,90,985,11,0
Station_Rabat,juin,11,nan,nan,nan,74,1011,nan,0
Station_Rabat,juin,12,nan,nan,nan,14,984,nan,0
Station_Rabat,juin,13,nan,17,nan,76,nan,nan,0
Station_Rabat,juin,14,nan,nan,nan,nan,1026,11,0
Station_Rabat,juin,15,nan,nan,4,nan,nan,nan,0
Station_Rabat,juin,16,35,nan,nan,7,1037,nan,0
Station_Rabat,juin,17,32,97,nan,65,nan,nan,0
Station_Rabat,juin,18,8,46,nan,69,nan,2,0
Station_Rabat,juin,19,nan,nan,nan,nan,1040,5,0
Station_Rabat,juin,20,nan,74,8,nan,1027,2,0
Station_Rabat,juin,21,31,95,19,84,nan,8,20
Station_Rabat,juin,22,nan,56,nan,70,1027,nan,0
Station_Rabat,juin,23,nan,52,5,nan,991,8,0
Station_Rabat,juin,24,nan,nan,nan,nan,nan,4,0
Station_Rabat,juin,25,nan,89,4,38,982,nan,0
Station_Rabat,juin,26,36,nan,5,90,nan,nan,0
Station_Rabat,juin,27,nan,93,5,29,nan,3,0
Station_Rabat,juin,28,1,nan,18,88,1001,3,0
Station_Rabat,juin,29,nan,97,nan,99,999,nan,0
Station_Rabat,juin,30,nan,nan,nan,47,nan,nan,0
Station_Rabat,juillet,1,30,40,nan,37,1017,1,0
Station_Rabat,juillet,2,5,89,nan,89,1038,nan,0
Station_Rabat,juillet,3,nan,15,nan,90,nan,nan,0
Station_Rabat,juillet,4,nan,nan,19,91,nan,nan,0
Station_Rabat,juillet,5,nan,nan,3,nan,1038,nan,0
Station_Rabat,juillet,6,12,nan,nan,nan,989,9,0
Station_Rabat,juillet,7,12,nan,nan,nan,1007,nan,0
Station_Rabat,juillet,8,13,nan,nan,nan,1016,nan,0
Station_Rabat,juillet,9,nan,82,3,93,994,11,0
Station_Rabat,juillet,10,nan,5,7,nan,1018,nan,0
Station_Rabat,juillet,11,31,36,nan,4,nan,nan,0
Station_Rabat,juillet,12,4,34,nan,31,999,nan,0
Station_Rabat,juillet,13,4,91,nan,84,982,nan,0
Station_Rabat,juillet,14,nan,nan,nan,48,nan,1,0
Station_Rabat,juillet,15,27,41,nan,62,nan,nan,0
Station_Rabat,juillet,16,nan,nan,nan,nan,997,nan,0
Station_Rabat,juillet,17,nan,97,nan,nan,1005,nan,0
Station_Rabat,juillet,18,17,nan,12,nan,nan,4,0
Station_Rabat,juillet,19,26,37,8,nan,1038,1,0
Station_Rabat,juillet,20,nan,nan,11,70,1024,nan,0
Station_Rabat,juillet,21,39,nan,nan,43,nan,9,0
Station_Rabat,juillet,22,nan,61,nan,nan,995,nan,0
Station_Rabat,juillet,23,11,22,1,nan,nan,10,0
Station_Rabat,juillet,24,nan,nan,nan,nan,1016,10,0
Station_Rabat,juillet,25,13,nan,nan,nan,nan,nan,0
Station_Rabat,juillet,26,nan,50,nan,nan,994,nan,0
Station_Rabat,juillet,27,40,24,nan,nan,989,nan,0
Station_Rabat,juillet,28,3,79,nan,nan,981,6,0
Station_Rabat,juillet,29,nan,64,nan,nan,1026,nan,0
Station_Rabat,juillet,30,25,61,20,nan,1017,6,0
Station_Rabat,juillet,31,39,nan,nan,nan,1020,4,0
Station_Rabat,aout,1,4,14,11,39,1028,11,18
Station_Rabat,aout,2,31,43,7,56,nan,nan,0
Station_Rabat,aout,3,nan,nan,nan,75,nan,2,0
Station_Rabat,aout,4,33,13,1,100,nan,6,31
Station_Rabat,aout,5,12,27,nan,nan,nan,nan,0
Station_Rabat,aout,6,nan,nan,nan,57,nan,7,0
Station_Rabat,aout,7,nan,78,20,39,1025,1,0
Station_Rabat,aout,8,29,nan,nan,15,nan,7,0
Station_Rabat,aout,9,nan,nan,nan,48,nan,nan,0
Station_Rabat,aout,10,nan,nan,nan,61,982,4,0
Station_Rabat,aout,11,nan,83,nan,93,986,3,0
Station_Rabat,aout,12,nan,46,0,nan,1014,5,0
Station_Rabat,aout,13,nan,nan,1,nan,984,nan,0
Station_Rabat,aout,14,nan,50,nan,nan,nan,3,0
Station_Rabat,aout,15,nan,58,4,77,nan,7,0
Station_Rabat,aout,16,nan,nan,nan,82,1024,10,0
Station_Rabat,aout,17,3,35,nan,41,nan,nan,0
Station_Rabat,aout,18,nan,1,16,nan,nan,11,0
Station_Rabat,aout,19,nan,nan,nan,nan,nan,10,0
Station_Rabat,aout,20,nan,37,nan,nan,nan,nan,0
Station_Rabat,aout,21,nan,nan,16,57,1024,nan,0
Station_Rabat,aout,22,21,nan,nan,nan,1026,nan,0
Station_Rabat,aout,23,nan,nan,nan,75,1003,nan,0
Station_Rabat,aout,24,nan,nan,5,nan,1030,nan,0
Station_Rabat,aout,25,4,nan,19,nan,1005,nan,0
Station_Rabat,aout,26,nan,83,nan,77,nan,2,0
Station_Rabat,aout,27,8,27,6,82,nan,nan,0
Station_Rabat,aout,28,21,72,nan,nan,982,1,0
Station_Rabat,aout,29,nan,15,16,nan,nan,0,0
Station_Rabat,aout,30,nan,nan,nan,nan,nan,nan,0
Station_Rabat,aout,31,nan,nan,nan,nan,nan,9,0
Station_Rabat,septembre,1,nan,nan,nan,49,nan,nan,0
Station_Rabat,septembre,2,14,70,nan,nan,1038,9,0
Station_Rabat,septembre,3,nan,25,18,22,nan,5,0
Station_Rabat,septembre,4,35,nan,7,64,nan,3,0
Station_Rabat,septembre,5,21,nan,nan,24,980,nan,0
Station_Rabat,septembre,6,nan,nan,13,87,nan,11,0
Station_Rabat,septembre,7,1,66,10,nan,nan,nan,0
Station_Rabat,septembre,8,36,nan,nan,nan,nan,5,0
Station_Rabat,septembre,9,11,42,nan,nan,nan,nan,0
Station_Rabat,septembre,10,nan,42,nan,nan,nan,nan,0
Station_Rabat,septembre,11,5,nan,0,nan,984,7,0
Station_Rabat,septembre,12,34,54,16,18,989,0,50
Station_Rabat,septembre,13,nan,76,nan,nan,nan,nan,0
Station_Rabat,septembre,14,nan,95,nan,nan,nan,nan,0
Station_Rabat,septembre,15,nan,nan,nan,nan,1040,2,0
Station_Rabat,septembre,16,nan,31,nan,nan,999,nan,0
Station_Rabat,septembre,17,39,80,11,45,nan,nan,0
Station_Rabat,septembre,18,17,nan,nan,nan,1031,0,0
Station_Rabat,septembre,19,nan,nan,nan,nan,1008,nan,0
Station_Rabat,septembre,20,nan,25,11,73,1037,nan,0
Station_Rabat,septembre,21,8,nan,nan,nan,nan,nan,0
Station_Rabat,septembre,22,nan,nan,19,86,1037,11,0
Station_Rabat,septembre,23,nan,nan,nan,nan,998,nan,0
Station_Rabat,septembre,24,32,nan,5,61,1020,nan,0
Station_Rabat,septembre,25,5,nan,14,nan,nan,nan,0
Station_Rabat,septembre,26,23,nan,18,nan,nan,4,0
Station_Rabat,septembre,27,1,nan,4,84,1004,5,0
Station_Rabat,septembre,28,nan,7,nan,nan,1016,nan,0
Station_Rabat,septembre,29,34,68,12,41,nan,5,43
Station_Rabat,septembre,30,nan,nan,nan,nan,nan,nan,0
Station_Rabat,octobre,1,4,nan,10,8,996,5,0
Station_Rabat,octobre,2,29,61,nan,nan,1024,nan,0
Station_Rabat,octobre,3,nan,nan,nan,89,1037,2,0
Station_Rabat,octobre,4,4,83,12,nan,nan,6,0
Station_Rabat,octobre,5,5,nan,17,27,1014,6,0
Station_Rabat,octobre,6,nan,nan,0,12,1032,8,0
Station_Rabat,octobre,7,nan,nan,nan,40,nan,6,0
Station_Rabat,octobre,8,nan,nan,9,58,1039,nan,0
Station_Rabat,octobre,9,nan,2,nan,nan,nan,nan,0
Station_Rabat,octobre,10,nan,nan,nan,nan,999,5,0
Station_Rabat,octobre,11,0,15,nan,nan,nan,6,0
Station_Rabat,octobre,12,38,nan,12,nan,1027,nan,0
Station_Rabat,octobre,13,34,70,7,44,nan,nan,0
Station_Rabat,octobre,14,nan,27,7,47,1035,10,0
Station_Rabat,octobre,15,39,15,nan,26,nan,nan,0
Station_Rabat,octobre,16,22,nan,nan,nan,nan,1,0
Station_Rabat,octobre,17,nan,nan,14,nan,nan,nan,0
Station_Rabat,octobre,18,nan,nan,17,nan,1009,nan,0
Station_Rabat,octobre,19,32,59,16,nan,1025,nan,0
Station_Rabat,octobre,20,4,33,nan,nan,988,nan,0
Station_Rabat,octobre,21,nan,nan,nan,67,nan,6,0
Station_Rabat,octobre,22,26,nan,15,23,992,6,0
Station_Rabat,octobre,23,nan,nan,nan,47,nan,0,0
Station_Rabat,octobre,24,0,62,1,nan,1000,6,0
Station_Rabat,octobre,25,23,61,nan,22,1003,10,0
Station_Rabat,octobre,26,19,71,nan,97,1015,2,0
Station_Rabat,octobre,27,25,nan,nan,nan,999,nan,0
Station_Rabat,octobre,28,nan,nan,17,nan,992,nan,0
Station_Rabat,octobre,29,nan,22,16,nan,nan,9,0
Station_Rabat,octobre,30,31,nan,1,5,1026,11,0
Station_Rabat,octobre,31,2,15,nan,84,986,nan,0
Station_Rabat,novembre,1,32,nan,9,nan,1006,nan,0
Station_Rabat,novembre,2,nan,nan,nan,nan,nan,11,0
Station_Rabat,novembre,3,nan,nan,13,nan,nan,7,0
Station_Rabat,novembre,4,9,53,6,14,1014,8,45
Station_Rabat,novembre,5,1,94,nan,nan,1024,1,0
Station_Rabat,novembre,6,nan,31,nan,21,997,nan,0
Station_Rabat,novembre,7,nan,nan,7,19,1001,3,0
Station_Rabat,novembre,8,38,nan,nan,nan,nan,8,0
Station_Rabat,novembre,9,2,88,13,nan,nan,nan,0
Station_Rabat,novembre,10,34,3,12,nan,1007,0,0
Station_Rabat,novembre,11,7,nan,nan,8,nan,nan,0
Station_Rabat,novembre,12,32,nan,1,nan,nan,8,0
Station_Rabat,novembre,13,20,91,nan,nan,996,nan,0
Station_Rabat,novembre,14,1,nan,nan,nan,1019,nan,0
Station_Rabat,novembre,15,nan,nan,nan,32,nan,nan,0
Station_Rabat,novembre,16,39,35,11,nan,1020,10,0
Station_Rabat,novembre,17,22,nan,nan,4,nan,nan,0
Station_Rabat,novembre,18,22,nan,nan,10,990,nan,0
Station_Rabat,novembre,19,nan,26,nan,69,1003,1,0
Station_Rabat,novembre,20,1,49,6,86,1007,3,43
Station_Rabat,novembre,21,nan,nan,8,26,nan,9,0
Station_Rabat,novembre,22,nan,nan,3,63,1007,nan,0
Station_Rabat,novembre,23,nan,nan,11,nan,1032,nan,0
Station_Rabat,novembre,24,5,78,nan,nan,1026,8,0
Station_Rabat,novembre,25,nan,34,16,nan,1025,4,0
Station_Rabat,novembre,26,nan,6,nan,52,nan,nan,0
Station_Rabat,novembre,27,11,nan,nan,nan,990,nan,0
Station_Rabat,novembre,28,nan,nan,17,86,nan,nan,0
Station_Rabat,novembre,29,nan,79,nan,nan,1015,nan,0
Station_Rabat,novembre,30,nan,nan,17,nan,nan,nan,0
Station_Rabat,decembre,1,40,50,15,nan,1036,1,0
Station_Rabat,decembre,2,nan,nan,20,32,1023,1,0
Station_Rabat,decembre,3,nan,56,nan,nan,nan,5,0
Station_Rabat,decembre,4,22,9,nan,nan,990,nan,0
Station_Rabat,decembre,5,6,nan,nan,nan,984,3,0
Station_Rabat,decembre,6,24,60,nan,nan,1002,9,0
Station_Rabat,decembre,7,5,nan,nan,nan,nan,7,0
Station_Rabat,decembre,8,nan,nan,nan,57,980,nan,0
Station_Rabat,decembre,9,9,nan,nan,49,nan,9,0
Station_Rabat,decembre,10,7,55,nan,33,nan,3,0
Station_Rabat,decembre,11,1,nan,16,19,1003,nan,0
Station_Rabat,decembre,12,13,nan,9,nan,nan,nan,0
Station_Rabat,decembre,13,nan,59,20,nan,987,nan,0
Station_Rabat,decembre,14,nan,nan,16,38,1026,nan,0
Station_Rabat,decembre,15,nan,nan,13,nan,1031,nan,0
Station_Rabat,decembre,16,3,nan,nan,nan,998,nan,0
Station_Rabat,decembre,17,12,54,0,nan,982,9,0
Station_Rabat,decembre,18,38,nan,nan,nan,nan,nan,0
Station_Rabat,decembre,19,nan,18,nan,nan,985,10,0
Station_Rabat,decembre,20,1,1,nan,nan,nan,nan,0
Station_Rabat,decembre,21,14,nan,nan,nan,nan,6,0
Station_Rabat,decembre,22,38,44,nan,nan,nan,1,0
Station_Rabat,decembre,23,nan,48,nan,nan,nan,nan,0
Station_Rabat,decembre,24,nan,nan,10,nan,1028,nan,0
Station_Rabat,decembre,25,6,nan,nan,nan,1021,3,0
Station_Rabat,decembre,26,nan,32,13,nan,1022,nan,0
Station_Rabat,decembre,27,39,99,3,nan,nan,8,0
Station_Rabat,decembre,28,nan,97,nan,51,1027,nan,0
Station_Rabat,decembre,29,nan,34,13,68,nan,5,0
Station_Rabat,decembre,30,nan,nan,3,71,980,nan,0
Station_Rabat,decembre,31,nan,nan,nan,nan,nan,1,0
