annee,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
2023,fevrier,24,16.1,72.6,nan,22.6,1017.6,nan,0
2023,fevrier,25,9.0,66.4,1.9,22.3,1020.9,nan,0
2023,fevrier,26,12.3,67.4,3.2,23.6,1016.3,3.0,68
2023,fevrier,27,12.2,76.5,4.5,19.1,1021.4,2.4,61
2023,fevrier,28,12.0,70.9,2.2,nan,1019.2,nan,0
2023,fevrier,29,15.8,73.4,4.5,14.6,1016.1,2.0,61
2023,mars,1,15.5,75.3,3.2,9.7,1015.7,4.7,61
2023,mars,2,13.9,65.6,4.0,23.4,nan,4.2,68
2023,mars,3,21.1,70.1,3.8,15.3,1015.0,5.3,64
2023,mars,4,9.9,71.1,5.2,15.5,1015.3,2.8,51
2023,mars,5,nan,63.4,4.1,23.8,1012.4,3.2,0
2023,mars,6,nan,nan,3.8,16.6,1018.5,nan,0
2023,mars,7,13.8,71.9,6.0,23.0,1014.4,5.0,61
2023,mars,8,13.6,nan,4.6,13.7,nan,4.1,0
2023,mars,9,14.4,65.2,3.4,21.0,1022.5,3.3,68
2023,mars,10,21.0,69.9,4.0,17.2,1014.4,5.7,71
2023,mars,11,14.2,71.6,1.6,17.8,1019.8,4.1,68
2023,mars,12,15.7,65.2,2.7,17.5,1013.1,3.7,68
2023,mars,13,15.2,68.2,3.3,25.5,1014.5,4.3,68
2023,mars,14,15.7,68.6,4.3,21.5,nan,4.9,68
2023,mars,15,16.2,71.0,5.6,14.3,nan,5.0,61
2023,mars,16,20.1,80.9,3.3,20.5,1015.5,4.0,66
2023,mars,17,14.4,57.5,5.1,20.7,1016.2,2.3,68
2023,mars,18,17.2,63.2,1.3,nan,1011.3,3.1,0
2023,mars,19,12.6,58.8,3.4,16.6,1023.4,nan,0
2023,mars,20,16.0,71.7,6.5,16.1,1020.1,5.3,54
2023,mars,21,14.8,73.2,1.0,nan,1017.9,4.9,0
2023,mars,22,14.4,60.1,3.7,21.8,1018.8,nan,0
2023,mars,23,nan,65.5,1.8,14.0,1023.1,5.0,0
2023,mars,24,16.7,65.8,4.2,19.1,1014.9,3.2,68
2023,mars,25,16.9,nan,2.3,14.4,1014.4,4.2,0
2023,mars,26,13.6,67.7,5.5,11.7,1016.2,4.5,68
2023,mars,27,nan,62.2,6.5,15.3,nan,nan,0
2023,mars,28,20.6,nan,0.0,19.7,nan,2.7,0
2023,mars,29,10.9,76.5,2.1,14.1,1014.2,2.3,61
2023,mars,30,nan,63.4,3.5,19.3,1014.5,4.0,0
2023,mars,31,17.7,69.6,4.1,23.8,1011.7,3.8,68
2023,avril,1,10.7,65.2,4.0,16.3,1011.6,5.6,61
2023,avril,2,nan,64.4,2.1,18.9,1018.9,4.9,0
2023,avril,3,20.7,55.7,3.1,16.3,1014.4,2.7,78
2023,avril,4,14.7,62.7,nan,7.9,1013.4,5.2,0
2023,avril,5,11.7,59.8,1.2,12.5,1011.8,5.1,68
2023,avril,6,18.3,59.3,3.2,nan,1014.0,nan,0
2023,avril,7,17.8,nan,4.6,17.8,1008.4,4.4,0
2023,avril,8,nan,59.7,nan,19.0,1012.4,5.1,0
2023,avril,9,23.7,65.2,2.8,10.2,1016.1,5.1,71
2023,avril,10,16.2,60.2,5.3,11.7,1014.3,6.2,61
2023,avril,11,12.9,68.4,0.9,13.3,1020.1,5.1,68
2023,avril,12,nan,66.3,2.0,20.6,1019.0,5.4,0
2023,avril,13,15.4,53.7,3.7,16.2,1019.0,6.6,61
2023,avril,14,18.9,68.9,3.7,nan,1018.0,nan,0
2023,avril,15,14.4,65.6,3.7,16.2,1017.5,4.0,68
2023,avril,16,20.1,69.2,3.2,18.4,1017.3,3.8,78
2023,avril,17,23.5,59.8,2.3,18.4,1014.5,6.5,71
2023,avril,18,15.4,76.9,0.9,10.2,1018.5,5.4,61
2023,avril,19,15.1,nan,1.8,17.0,1013.1,4.6,0
2023,avril,20,17.1,59.8,2.1,13.6,1009.7,6.1,61
2023,avril,21,19.4,nan,1.3,24.3,1017.2,5.5,0
2023,avril,22,17.3,64.7,2.9,nan,1018.9,nan,0
2023,avril,23,15.8,nan,3.1,nan,1012.4,5.9,0
2023,avril,24,nan,69.1,4.1,19.1,1014.5,6.4,0
2023,avril,25,19.2,64.9,nan,17.3,1018.0,4.0,0
2023,avril,26,18.0,67.4,2.9,17.9,1017.3,4.4,78
2023,avril,27,16.3,62.9,3.8,15.4,1019.6,5.0,68
2023,avril,28,17.4,71.1,3.6,17.3,1016.3,4.4,61
2023,avril,29,15.0,66.5,5.8,nan,nan,5.4,0
2023,avril,30,15.5,59.1,3.7,16.2,nan,5.2,61
2023,mai,1,27.8,55.0,5.1,7.4,1015.0,nan,0
2023,mai,2,22.2,67.9,1.8,8.9,1012.8,nan,0
2023,mai,3,28.2,nan,1.4,17.3,1010.2,7.9,0
2023,mai,4,nan,51.5,0.0,16.6,1013.9,7.3,0
2023,mai,5,26.3,62.0,2.7,16.1,1010.6,6.7,71
2023,mai,6,19.5,57.5,2.4,nan,1015.8,nan,0
2023,mai,7,22.0,58.2,0.9,16.9,1015.2,6.9,78
2023,mai,8,16.3,58.7,2.7,nan,1010.6,7.0,0
2023,mai,9,13.4,58.4,2.7,nan,1015.4,7.4,0
2023,mai,10,25.5,48.5,0.7,8.9,1010.1,nan,0
2023,mai,11,22.7,61.3,nan,15.2,1015.0,6.3,0
2023,mai,12,20.1,67.3,3.8,nan,1011.2,6.9,0
2023,mai,13,22.4,52.0,6.4,nan,1012.1,8.2,0
2023,mai,14,23.6,56.6,2.0,nan,1012.9,7.1,0
2023,mai,15,20.5,60.2,nan,12.7,1017.3,5.5,0
2023,mai,16,24.2,61.7,0.0,nan,1012.8,7.7,0
2023,mai,17,24.3,66.3,3.6,18.7,1018.0,7.9,65
2023,mai,18,23.4,57.3,1.2,19.0,1014.5,5.7,78
2023,mai,19,24.5,nan,nan,9.7,1017.7,6.4,0
2023,mai,20,20.0,61.0,1.3,11.5,1019.7,8.6,72
2023,mai,21,23.0,60.9,1.1,11.3,1019.3,7.0,78
2023,mai,22,22.0,58.1,4.1,12.4,1016.4,6.6,71
2023,mai,23,22.2,61.8,1.9,6.8,1012.2,7.1,72
2023,mai,24,19.9,nan,1.6,18.1,1017.9,nan,0
2023,mai,25,nan,57.9,5.7,20.3,1017.0,6.4,0
2023,mai,26,nan,60.3,2.1,6.1,1017.1,5.4,0
2023,mai,27,22.0,64.6,1.3,14.0,1016.2,8.8,72
2023,mai,28,26.0,59.7,2.8,12.0,1014.4,5.8,71
2023,mai,29,17.8,59.0,4.5,16.9,1017.7,7.7,55
2023,mai,30,20.7,58.8,0.0,23.1,1008.3,7.1,72
2023,mai,31,nan,55.9,0.0,nan,1018.9,8.2,0
2023,juin,1,26.4,53.9,0.0,13.2,1013.2,8.1,72
2023,juin,2,26.8,51.4,0.8,9.3,1013.7,8.2,72
2023,juin,3,25.3,47.3,nan,14.0,1009.1,9.6,0
2023,juin,4,24.5,52.5,3.7,19.1,1010.7,9.9,65
2023,juin,5,25.4,53.4,0.0,nan,1012.7,9.2,0
2023,juin,6,27.5,56.4,0.0,17.6,1013.3,nan,0
2023,juin,7,31.5,51.8,3.2,18.8,1008.9,8.6,55
2023,juin,8,26.5,57.6,0.0,nan,1012.2,8.4,0
2023,juin,9,27.1,53.6,5.8,18.9,nan,7.6,65
2023,juin,10,26.9,47.7,2.7,11.5,nan,7.8,65
2023,juin,11,26.0,55.1,1.7,15.4,1012.4,9.7,72
2023,juin,12,29.7,46.8,5.5,23.3,1008.7,nan,0
2023,juin,13,nan,46.7,3.8,12.1,1015.3,7.4,0
2023,juin,14,19.1,55.2,2.5,17.2,1014.0,10.3,65
2023,juin,15,nan,53.2,1.6,nan,nan,8.3,0
2023,juin,16,22.7,56.6,1.8,10.3,1012.4,9.3,72
2023,juin,17,21.4,53.9,0.0,14.1,1015.3,8.9,72
2023,juin,18,24.7,55.7,0.6,13.6,1014.6,6.9,78
2023,juin,19,nan,58.8,2.8,nan,1011.7,nan,0
2023,juin,20,30.5,51.9,1.5,15.9,1013.6,9.2,62
2023,juin,21,23.5,48.6,nan,18.0,1017.4,8.9,0
2023,juin,22,nan,51.4,2.9,15.0,1014.7,7.4,0
2023,juin,23,26.1,66.6,0.0,11.5,1010.5,7.8,72
2023,juin,24,26.3,44.3,3.1,7.4,1011.2,8.8,65
2023,juin,25,28.8,nan,0.0,11.0,nan,8.0,0
2023,juin,26,26.6,45.6,0.4,10.6,1012.7,8.4,72
2023,juin,27,24.3,59.5,1.3,15.2,1011.4,8.0,72
2023,juin,28,28.6,48.0,0.0,15.6,1013.8,nan,0
2023,juin,29,24.3,47.1,0.0,12.2,1012.7,8.3,72
2023,juin,30,27.3,50.1,0.0,8.5,1014.2,10.3,72
2023,juillet,1,30.3,39.9,1.8,12.5,1007.3,8.7,55
2023,juillet,2,28.9,43.0,0.0,14.5,1008.5,9.4,62
2023,juillet,3,27.8,45.1,3.0,6.1,1017.0,nan,0
2023,juillet,4,28.2,47.3,0.8,15.2,nan,9.3,62
2023,juillet,5,33.7,41.9,0.0,11.3,1009.5,9.5,52
2023,juillet,6,32.2,42.6,0.3,21.8,nan,10.1,52
2023,juillet,7,nan,33.3,nan,12.1,nan,8.7,0
2023,juillet,8,25.8,46.8,1.1,14.1,1012.2,9.7,72
2023,juillet,9,33.6,51.0,0.0,15.1,1020.9,10.4,52
2023,juillet,10,26.9,41.3,1.5,14.1,nan,7.6,72
2023,juillet,11,29.8,41.4,0.8,7.4,nan,9.5,62
2023,juillet,12,31.6,38.4,2.2,nan,1014.8,10.8,0
2023,juillet,13,32.2,48.7,2.9,11.0,1010.0,9.4,45
2023,juillet,14,35.6,39.7,0.8,8.6,1014.8,9.7,45
2023,juillet,15,31.4,37.7,0.7,10.0,1009.8,nan,0
2023,juillet,16,23.3,38.6,0.8,20.7,1012.4,9.7,65
2023,juillet,17,30.1,41.3,2.0,nan,1013.9,11.0,0
2023,juillet,18,32.2,47.2,nan,nan,1009.0,9.2,0
2023,juillet,19,28.3,nan,0.0,4.8,1010.4,9.2,0
2023,juillet,20,27.6,38.7,0.0,9.6,1009.8,9.2,65
2023,juillet,21,29.2,51.3,0.6,6.0,1016.2,10.9,62
2023,juillet,22,28.1,52.8,0.0,13.7,nan,9.0,62
2023,juillet,23,nan,42.3,2.1,12.2,1009.8,10.0,0
2023,juillet,24,34.4,44.2,2.3,6.0,1010.7,8.9,45
2023,juillet,25,34.3,nan,nan,8.3,1013.4,10.1,0
2023,juillet,26,28.5,48.2,0.6,17.1,1007.9,9.2,62
2023,juillet,27,28.7,38.4,2.7,15.7,1009.3,nan,0
2023,juillet,28,34.4,41.2,nan,11.0,1015.0,9.6,0
2023,juillet,29,35.2,nan,nan,13.7,nan,10.3,0
2023,juillet,30,32.8,46.2,nan,10.8,1013.4,9.7,0
2023,juillet,31,24.8,46.6,nan,19.8,1011.5,10.8,0
2023,aout,1,26.4,49.1,0.0,14.9,1016.8,nan,0
2023,aout,2,37.7,47.9,5.9,10.8,1015.1,nan,0
2023,aout,3,33.2,50.5,0.0,11.1,1005.6,9.3,52
2023,aout,4,26.0,45.5,nan,12.9,1013.8,10.2,0
2023,aout,5,35.6,54.8,0.0,12.0,1013.7,11.0,52
2023,aout,6,29.2,50.8,1.1,6.1,1013.7,10.2,62
2023,aout,7,29.5,50.9,1.4,2.9,1011.0,9.0,62
2023,aout,8,28.1,nan,0.0,16.6,1016.4,10.2,0
2023,aout,9,29.3,44.5,0.9,nan,1010.8,11.0,0
2023,aout,10,nan,53.5,2.2,nan,1009.0,11.0,0
2023,aout,11,31.7,50.3,0.0,16.4,1011.5,nan,0
2023,aout,12,26.1,52.3,0.0,18.2,1017.9,nan,0
2023,aout,13,26.3,43.4,0.0,15.2,1015.4,10.3,72
2023,aout,14,28.9,44.5,4.6,7.2,1011.3,11.0,55
2023,aout,15,35.3,42.5,nan,14.3,1008.5,9.8,0
2023,aout,16,29.4,45.7,nan,nan,nan,nan,0
2023,aout,17,29.6,45.5,1.8,14.6,1013.3,9.2,62
2023,aout,18,nan,45.0,0.8,15.8,1015.9,10.8,0
2023,aout,19,34.0,43.6,0.0,13.9,1013.5,8.7,52
2023,aout,20,30.5,49.0,0.0,11.8,1013.2,10.9,62
2023,aout,21,29.6,45.9,4.2,9.0,1011.3,11.0,55
2023,aout,22,29.7,48.3,0.0,23.1,1017.4,10.3,62
2023,aout,23,31.9,52.7,0.0,17.2,1010.3,8.7,62
2023,aout,24,nan,36.6,3.9,8.7,nan,10.1,0
2023,aout,25,34.0,47.2,0.3,20.5,1013.4,10.9,52
2023,aout,26,32.3,44.1,0.0,7.3,1009.6,10.3,52
2023,aout,27,32.1,46.4,0.0,14.8,nan,nan,0
2023,aout,28,31.2,48.0,0.0,16.5,1011.6,10.2,62
2023,aout,29,31.9,47.5,1.1,14.5,1014.8,7.9,62
2023,aout,30,30.3,53.7,1.2,9.1,1016.0,nan,0
2023,aout,31,31.6,46.4,1.7,13.6,1010.4,11.0,62
2023,septembre,1,25.3,54.4,4.7,21.4,1012.3,nan,0
2023,septembre,2,26.5,62.9,nan,16.7,1011.7,8.9,0
2023,septembre,3,20.9,51.7,3.5,7.6,1013.5,8.2,65
2023,septembre,4,27.3,44.4,4.2,19.0,1014.0,7.0,71
2023,septembre,5,25.5,48.7,3.7,11.3,1016.3,9.2,65
2023,septembre,6,nan,63.6,4.7,16.0,1013.9,7.1,0
2023,septembre,7,29.0,51.8,1.2,14.7,1012.4,6.6,68
2023,septembre,8,29.5,nan,nan,10.3,1012.3,9.2,0
2023,septembre,9,24.8,63.9,3.3,9.0,1015.4,8.0,65
2023,septembre,10,33.6,59.8,nan,19.2,1018.7,6.3,0
2023,septembre,11,28.6,56.3,nan,7.3,1020.0,8.5,0
2023,septembre,12,31.8,53.2,5.9,13.5,1014.4,8.3,55
2023,septembre,13,30.7,54.1,1.1,11.7,1015.1,8.6,62
2023,septembre,14,27.0,47.3,0.0,12.1,1014.3,8.3,72
2023,septembre,15,25.3,58.7,nan,15.3,1009.7,nan,0
2023,septembre,16,33.0,51.5,0.0,13.9,1018.3,6.1,58
2023,septembre,17,27.2,nan,1.9,13.3,1011.4,8.0,0
2023,septembre,18,24.7,55.3,0.5,11.9,1014.3,7.7,72
2023,septembre,19,22.4,58.9,nan,11.2,1013.5,8.0,0
2023,septembre,20,30.7,nan,0.0,15.5,1013.4,nan,0
2023,septembre,21,27.7,49.5,5.2,10.3,nan,7.1,65
2023,septembre,22,28.1,nan,1.5,nan,1011.1,8.9,0
2023,septembre,23,31.2,49.3,0.6,14.4,1019.4,6.7,68
2023,septembre,24,27.5,61.9,3.2,13.0,1018.6,6.7,71
2023,septembre,25,32.5,55.6,0.0,15.8,1013.3,7.2,52
2023,septembre,26,31.0,53.4,1.1,6.6,1013.1,6.1,68
2023,septembre,27,29.3,63.3,nan,nan,1013.6,8.3,0
2023,septembre,28,34.2,56.2,0.9,17.9,1010.4,9.1,52
2023,septembre,29,25.3,60.0,nan,12.9,1020.5,8.0,0
2023,septembre,30,31.5,65.3,2.9,12.1,1017.2,8.4,55
2023,octobre,1,nan,65.4,0.0,8.2,1016.0,nan,0
2023,octobre,2,21.3,nan,1.4,12.2,1019.6,3.6,0
2023,octobre,3,22.1,69.4,2.7,14.1,1013.4,4.4,78
2023,octobre,4,19.6,nan,0.6,11.8,1017.8,5.2,0
2023,octobre,5,19.6,60.3,nan,14.3,1019.0,5.6,0
2023,octobre,6,21.9,57.7,4.0,21.1,1013.8,5.0,78
2023,octobre,7,nan,nan,4.7,nan,1016.6,4.3,0
2023,octobre,8,20.4,66.4,0.0,16.6,1016.2,2.2,85
2023,octobre,9,19.3,60.7,nan,10.4,nan,5.4,0
2023,octobre,10,23.5,66.2,1.7,10.2,1016.6,6.3,78
2023,octobre,11,17.8,51.0,2.0,13.7,1016.4,6.2,68
2023,octobre,12,17.2,65.9,7.1,13.5,1017.4,5.0,68
2023,octobre,13,18.4,nan,nan,11.9,1016.0,5.1,0
2023,octobre,14,22.2,54.7,nan,15.1,1016.0,4.8,0
2023,octobre,15,19.8,58.8,nan,14.6,1017.4,nan,0
2023,octobre,16,24.8,66.9,4.3,13.5,1016.3,6.2,71
2023,octobre,17,20.2,55.8,5.6,20.7,1016.3,nan,0
2023,octobre,18,22.9,67.6,4.7,nan,1017.2,5.7,0
2023,octobre,19,21.8,65.7,nan,16.4,1011.7,3.7,0
2023,octobre,20,17.9,61.1,2.2,19.1,1014.8,3.5,68
2023,octobre,21,24.9,79.4,2.2,21.6,1014.8,4.5,71
2023,octobre,22,21.9,65.4,0.8,21.7,1014.0,6.8,78
2023,octobre,23,23.5,63.6,0.0,nan,nan,4.9,0
2023,octobre,24,22.7,67.3,5.3,6.7,nan,6.1,71
2023,octobre,25,22.6,64.9,3.0,14.8,1010.8,3.3,78
2023,octobre,26,17.5,63.9,6.4,9.3,1016.6,4.7,68
2023,octobre,27,24.1,nan,3.4,13.2,1017.1,5.7,0
2023,octobre,28,22.3,65.2,4.1,13.3,1019.5,5.3,71
2023,octobre,29,17.2,62.9,2.6,15.3,nan,4.8,68
2023,octobre,30,25.0,65.8,1.5,13.1,1014.4,4.1,85
2023,octobre,31,20.0,62.9,0.8,24.1,1013.8,6.9,78
2023,novembre,1,19.3,nan,2.1,20.5,1012.5,3.0,0
2023,novembre,2,13.8,67.8,6.7,0.0,1016.4,3.7,68
2023,novembre,3,16.0,77.1,5.2,13.5,1009.6,1.7,61
2023,novembre,4,12.5,76.1,2.2,16.6,1021.2,nan,0
2023,novembre,5,nan,78.3,6.2,15.9,1016.6,nan,0
2023,novembre,6,17.4,79.0,2.8,15.2,1020.1,3.6,61
2023,novembre,7,14.8,72.5,nan,16.9,1014.0,3.4,0
2023,novembre,8,15.1,65.7,1.6,12.0,1018.1,4.0,75
2023,novembre,9,15.5,79.0,3.9,10.0,1016.8,0.9,61
2023,novembre,10,18.7,nan,2.6,11.0,1021.7,2.9,0
2023,novembre,11,18.3,nan,4.6,19.9,1020.7,3.3,0
2023,novembre,12,21.1,59.4,3.7,14.6,1020.6,4.9,78
2023,novembre,13,20.6,nan,6.7,15.6,1018.4,2.6,0
2023,novembre,14,18.0,72.0,6.1,17.9,1015.6,2.8,71
2023,novembre,15,16.5,62.1,3.3,18.9,1022.6,2.6,68
2023,novembre,16,14.0,66.8,5.2,11.4,1014.0,nan,0
2023,novembre,17,11.6,70.9,3.0,13.5,1017.8,4.0,61
2023,novembre,18,14.6,nan,4.2,12.1,1020.9,1.8,0
2023,novembre,19,19.7,71.9,5.0,19.5,1019.6,3.4,71
2023,novembre,20,14.8,nan,2.7,8.0,1016.5,3.5,0
2023,novembre,21,22.2,nan,3.1,nan,1014.6,4.9,0
2023,novembre,22,nan,73.8,5.7,22.8,1016.0,3.5,0
2023,novembre,23,12.4,75.3,3.9,21.7,1017.6,nan,0
2023,novembre,24,10.4,nan,3.3,nan,1016.8,2.1,0
2023,novembre,25,16.1,72.1,4.4,16.7,1019.5,3.6,61
2023,novembre,26,17.2,71.4,8.4,14.0,1018.4,3.2,61
2023,novembre,27,12.9,64.5,4.6,23.4,1017.2,3.0,68
2023,novembre,28,12.8,67.7,nan,21.2,1012.5,3.3,0
2023,novembre,29,16.0,70.6,nan,19.8,nan,3.1,0
2023,novembre,30,15.2,72.3,3.1,12.5,1025.5,3.1,61
2023,decembre,1,14.5,81.1,nan,17.9,1021.6,0.4,0
2023,decembre,2,14.0,75.0,8.1,18.4,1015.9,1.2,61
2023,decembre,3,11.8,71.8,nan,20.2,1016.2,0.3,0
2023,decembre,4,11.0,69.4,2.8,20.8,1017.4,1.6,68
2023,decembre,5,16.2,nan,3.5,21.5,1020.4,3.7,0
2023,decembre,6,8.8,78.7,4.5,22.2,1018.8,2.3,51
2023,decembre,7,13.2,74.1,7.3,16.7,1014.8,nan,0
2023,decembre,8,10.6,71.6,nan,17.8,1014.7,2.3,0
2023,decembre,9,12.5,73.1,nan,13.5,1022.1,1.7,0
2023,decembre,10,nan,78.9,nan,20.7,1019.9,2.6,0
2023,decembre,11,10.8,83.1,4.3,nan,1025.1,4.5,0
2023,decembre,12,13.7,77.7,4.8,nan,1019.8,3.4,0
2023,decembre,13,8.3,75.4,4.2,13.1,1014.7,1.5,51
2023,decembre,14,13.7,71.9,nan,24.5,1014.0,2.6,0
2023,decembre,15,9.7,75.0,6.0,14.8,1019.8,1.7,51
2023,decembre,16,12.3,69.2,3.7,15.6,nan,nan,0
2023,decembre,17,13.4,76.7,3.2,24.2,1020.5,2.7,61
2023,decembre,18,nan,73.4,nan,nan,1014.3,2.4,0
2023,decembre,19,17.3,71.4,3.8,19.0,1018.0,2.3,61
2023,decembre,20,14.5,87.8,nan,14.9,1017.3,2.1,0
2023,decembre,21,nan,80.7,3.9,15.9,1019.8,2.7,0
2023,decembre,22,14.7,71.7,8.5,22.4,1020.6,3.1,61
2023,decembre,23,16.3,68.5,3.1,18.2,nan,2.6,68
2023,decembre,24,17.1,82.7,8.3,21.9,1019.4,nan,0
2023,decembre,25,15.2,nan,nan,10.4,1018.4,0.0,0
2023,decembre,26,nan,83.7,nan,17.5,1018.8,2.9,0
2023,decembre,27,8.4,76.8,2.7,25.9,1023.9,nan,0
2023,decembre,28,11.3,nan,4.8,23.2,1017.2,2.5,0
2023,decembre,29,12.2,72.7,2.8,nan,1015.3,3.2,0
2023,decembre,30,nan,65.3,7.0,22.8,nan,2.3,0
2023,decembre,31,nan,nan,4.9,17.7,1016.1,0.7,0
2024,janvier,1,15.2,nan,8.2,12.3,1019.1,3.4,0
2024,janvier,2,14.6,77.1,nan,17.2,nan,nan,0
2024,janvier,3,10.6,73.0,5.8,15.9,1019.5,1.6,61
2024,janvier,4,12.6,68.9,nan,20.2,nan,0.0,0
2024,janvier,5,11.3,73.1,6.7,19.3,1019.0,2.8,61
2024,janvier,6,10.1,75.9,4.3,15.5,nan,1.1,61
2024,janvier,7,10.1,83.1,6.2,24.8,1019.5,2.7,56
2024,janvier,8,14.5,80.7,4.7,15.7,1016.5,3.8,56
2024,janvier,9,10.9,81.3,7.6,25.4,1020.1,nan,0
2024,janvier,10,9.3,nan,5.1,9.1,1015.6,1.3,0
2024,janvier,11,10.5,69.8,6.4,11.6,nan,1.0,68
2024,janvier,12,6.7,nan,nan,10.0,1016.9,0.5,0
2024,janvier,13,13.1,78.9,7.4,24.7,1023.5,0.9,61
2024,janvier,14,15.1,73.1,4.7,19.4,1018.6,3.6,61
2024,janvier,15,16.8,70.7,6.8,13.7,1022.6,0.9,61
2024,janvier,16,14.2,nan,nan,16.9,1019.5,2.9,0
2024,janvier,17,13.5,73.2,6.2,10.3,1017.2,1.9,61
2024,janvier,18,10.9,78.1,3.6,14.0,1021.3,2.4,61
2024,janvier,19,nan,70.1,nan,14.2,1012.8,2.8,0
2024,janvier,20,11.5,85.4,5.9,14.8,1010.8,1.5,56
2024,janvier,21,8.2,74.6,1.1,nan,1018.0,nan,0
2024,janvier,22,10.2,79.8,7.5,21.2,1018.9,nan,0
2024,janvier,23,nan,72.1,4.8,15.3,1016.1,nan,0
2024,janvier,24,9.9,79.2,4.0,nan,1019.2,2.1,0
2024,janvier,25,15.5,73.8,8.9,15.5,1020.8,1.3,61
2024,janvier,26,nan,76.6,2.9,17.0,1019.5,3.1,0
2024,janvier,27,16.5,81.3,6.4,21.3,1014.8,1.8,56
2024,janvier,28,10.8,74.9,2.8,17.0,1018.2,2.2,61
2024,janvier,29,nan,79.5,7.9,14.6,1013.4,nan,0
2024,janvier,30,13.5,nan,4.4,19.8,1018.5,2.1,0
2024,janvier,31,11.6,74.9,5.7,13.0,1019.2,2.4,61
2024,fevrier,1,13.9,69.7,7.1,nan,1021.1,4.1,0
2024,fevrier,2,17.1,76.5,5.3,nan,1015.1,2.6,0
