nom_station,mois,jour,temperature,humidite,precipitations,vent,pression,indice_uv,score
Station_Fes,fevrier,2,nan,nan,14,nan,nan,0,0
Station_Fes,fevrier,3,33,36,nan,28,nan,nan,0
Station_Fes,fevrier,4,29,nan,3,0,nan,nan,0
Station_Fes,fevrier,5,nan,nan,nan,nan,1015,3,0
Station_Fes,fevrier,6,0,nan,5,nan,1007,nan,0
Station_Fes,fevrier,7,26,nan,nan,nan,nan,5,0
Station_Fes,fevrier,8,nan,0,nan,1,nan,7,0
Station_Fes,fevrier,9,6,nan,nan,47,nan,nan,0
Station_Fes,fevrier,10,nan,nan,4,nan,1036,nan,0
Station_Fes,fevrier,11,nan,70,nan,nan,1026,nan,0
Station_Fes,fevrier,12,3,nan,nan,76,1034,10,0
Station_Fes,fevrier,13,26,66,19,nan,nan,nan,0
Station_Fes,fevrier,14,nan,nan,19,76,1040,nan,0
Station_Fes,fevrier,15,nan,52,5,48,980,4,0
Station_Fes,fevrier,16,9,15,nan,99,1023,nan,0
Station_Fes,fevrier,17,nan,25,nan,nan,1017,nan,0
Station_Fes,fevrier,18,26,nan,13,36,nan,0,0
Station_Fes,fevrier,19,27,86,16,94,1019,nan,0
Station_Fes,fevrier,20,nan,30,nan,nan,1012,nan,0
Station_Fes,fevrier,21,33,71,nan,60,nan,5,0
Station_Fes,fevrier,22,nan,nan,nan,nan,nan,nan,0
Station_Fes,fevrier,23,nan,53,nan,nan,nan,nan,0
Station_Fes,fevrier,24,nan,58,15,nan,nan,5,0
Station_Fes,fevrier,25,30,nan,4,nan,nan,2,0
Station_Fes,fevrier,26,30,nan,nan,28,1018,11,0
Station_Fes,fevrier,27,nan,nan,6,7,1038,nan,0
Station_Fes,fevrier,28,nan,nan,nan,33,nan,2,0
Station_Fes,fevrier,29,1,17,nan,nan,nan,nan,0
Station_Fes,mars,1,40,nan,nan,nan,1018,nan,0
Station_Fes,mars,2,nan,30,2,20,994,nan,0
Station_Fes,mars,3,32,42,11,71,1021,2,45
Station_Fes,mars,4,nan,nan,nan,nan,nan,nan,0
Station_Fes,mars,5,nan,nan,nan,nan,nan,nan,0
Station_Fes,mars,6,nan,nan,5,nan,nan,nan,0
Station_Fes,mars,7,nan,nan,nan,nan,1015,2,0
Station_Fes,mars,8,nan,nan,nan,nan,1009,5,0
Station_Fes,mars,9,9,nan,nan,88,1027,nan,0
Station_Fes,mars,10,31,96,2,0,1007,1,63
Station_Fes,mars,11,nan,nan,20,nan,1035,nan,0
Station_Fes,mars,12,nan,47,17,nan,nan,nan,0
Station_Fes,mars,13,35,30,nan,34,1008,nan,0
Station_Fes,mars,14,13,87,nan,52,1008,9,0
Station_Fes,mars,15,15,nan,0,93,nan,0,0
Station_Fes,mars,16,nan,75,8,nan,nan,7,0
Station_Fes,mars,17,nan,nan,nan,3,1009,nan,0
Station_Fes,mars,18,nan,nan,nan,34,1030,nan,0
Station_Fes,mars,19,37,80,18,nan,1017,6,0
Station_Fes,mars,20,nan,71,nan,17,991,nan,0
Station_Fes,mars,21,19,31,nan,nan,1034,4,0
Station_Fes,mars,22,nan,100,15,nan,1001,nan,0
Station_Fes,mars,23,nan,100,17,nan,nan,10,0
Station_Fes,mars,24,33,nan,nan,nan,nan,9,0
Station_Fes,mars,25,27,nan,nan,89,nan,nan,0
Station_Fes,mars,26,nan,53,11,82,nan,nan,0
Station_Fes,mars,27,nan,98,6,43,nan,2,0
Station_Fes,mars,28,2,nan,4,nan,nan,11,0
Station_Fes,mars,29,nan,84,nan,41,nan,nan,0
Station_Fes,mars,30,nan,nan,2,43,nan,3,0
Station_Fes,mars,31,nan,nan,nan,nan,1004,8,0
Station_Fes,avril,1,nan,nan,10,36,984,nan,0
Station_Fes,avril,2,nan,89,nan,nan,nan,8,0
Station_Fes,avril,3,nan,53,12,61,1013,nan,0
Station_Fes,avril,4,nan,nan,20,nan,985,7,0
Station_Fes,avril,5,16,68,nan,nan,1028,7,0
Station_Fes,avril,6,nan,nan,nan,nan,983,nan,0
Station_Fes,avril,7,5,77,4,nan,nan,nan,0
Station_Fes,avril,8,40,nan,nan,nan,1035,3,0
Station_Fes,avril,9,nan,nan,16,nan,nan,7,0
Station_Fes,avril,10,4,5,8,nan,988,nan,0
Station_Fes,avril,11,28,14,nan,98,nan,0,0
Station_Fes,avril,12,32,nan,nan,nan,1014,5,0
Station_Fes,avril,13,nan,15,nan,84,nan,9,0
Station_Fes,avril,14,nan,nan,18,40,986,nan,0
Station_Fes,avril,15,nan,nan,13,nan,987,nan,0
Station_Fes,avril,16,nan,91,4,7,nan,10,0
Station_Fes,avril,17,20,80,9,nan,1022,7,0
Station_Fes,avril,18,37,50,nan,10,1040,9,0
Station_Fes,avril,19,nan,30,3,nan,nan,0,0
Station_Fes,avril,20,nan,47,16,68,nan,11,0
Station_Fes,avril,21,nan,nan,7,19,992,10,0
Station_Fes,avril,22,nan,50,5,11,1014,nan,0
Station_Fes,avril,23,0,nan,nan,45,1035,nan,0
Station_Fes,avril,24,17,100,15,nan,1006,1,0
Station_Fes,avril,25,nan,94,nan,nan,nan,6,0
Station_Fes,avril,26,nan,nan,14,58,nan,7,0
Station_Fes,avril,27,0,nan,13,nan,nan,nan,0
Station_Fes,avril,28,nan,nan,12,62,1025,10,0
Station_Fes,avril,29,13,62,nan,nan,nan,nan,0
Station_Fes,avril,30,33,nan,16,nan,1017,nan,0
Station_Fes,mai,1,nan,nan,4,36,nan,3,0
Station_Fes,mai,2,3,53,3,nan,1004,nan,0
Station_Fes,mai,3,nan,9,11,37,999,4,0
Station_Fes,mai,4,nan,89,0,11,nan,nan,0
Station_Fes,mai,5,12,38,16,89,1032,nan,0
Station_Fes,mai,6,26,19,nan,nan,nan,8,0
Station_Fes,mai,7,nan,90,18,17,nan,4,0
Station_Fes,mai,8,nan,33,18,43,982,nan,0
Station_Fes,mai,9,22,nan,2,24,nan,nan,0
Station_Fes,mai,10,6,nan,nan,34,nan,nan,0
Station_Fes,mai,11,nan,nan,15,nan,984,2,0
Station_Fes,mai,12,30,39,nan,25,1004,2,0
Station_Fes,mai,13,nan,99,nan,nan,nan,nan,0
Station_Fes,mai,14,nan,53,nan,nan,nan,11,0
Station_Fes,mai,15,nan,nan,nan,68,1020,nan,0
Station_Fes,mai,16,24,nan,nan,nan,1033,nan,0
Station_Fes,mai,17,32,42,3,nan,1007,nan,0
Station_Fes,mai,18,14,nan,nan,nan,nan,nan,0
Station_Fes,mai,19,nan,29,nan,16,1040,nan,0
Station_Fes,mai,20,38,23,6,nan,1026,11,0
Station_Fes,mai,21,nan,5,nan,92,1036,5,0
Station_Fes,mai,22,nan,nan,10,nan,nan,8,0
Station_Fes,mai,23,nan,nan,nan,92,nan,nan,0
Station_Fes,mai,24,nan,nan,nan,19,nan,1,0
Station_Fes,mai,25,nan,82,3,nan,998,6,0
Station_Fes,mai,26,39,62,nan,91,1037,9,0
Station_Fes,mai,27,nan,69,nan,nan,980,4,0
Station_Fes,mai,28,nan,nan,6,nan,nan,nan,0
Station_Fes,mai,29,nan,97,nan,nan,nan,nan,0
Station_Fes,mai,30,nan,0,nan,38,1024,nan,0
Station_Fes,mai,31,19,nan,nan,nan,1008,4,0
Station_Fes,juin,1,nan,74,nan,nan,988,1,0
Station_Fes,juin,2,20,nan,nan,26,1022,2,0
Station_Fes,juin,3,22,4,nan,nan,nan,nan,0
Station_Fes,juin,4,nan,19,15,38,nan,3,0
Station_Fes,juin,5,6,nan,18,nan,986,nan,0
Station_Fes,juin,6,8,nan,nan,93,1039,nan,0
Station_Fes,juin,7,nan,nan,9,42,1015,nan,0
Station_Fes,juin,8,32,45,19,36,1024,0,53
Station_Fes,juin,9,4,nan,nan,51,1016,nan,0
Station_Fes,juin,10,nan,71,2,nan,992,nan,0
Station_Fes,juin,11,nan,nan,10,nan,997,nan,0
Station_Fes,juin,12,nan,nan,17,6,nan,3,0
Station_Fes,juin,13,26,55,nan,52,1003,0,0
Station_Fes,juin,14,32,97,nan,nan,nan,nan,0
Station_Fes,juin,15,40,nan,nan,86,1017,7,0
Station_Fes,juin,16,20,84,nan,nan,1033,nan,0
Station_Fes,juin,17,nan,23,nan,75,983,nan,0
Station_Fes,juin,18,36,42,nan,nan,1017,nan,0
Station_Fes,juin,19,nan,21,nan,nan,nan,nan,0
Station_Fes,juin,20,nan,43,nan,85,nan,3,0
Station_Fes,juin,21,nan,51,2,nan,nan,nan,0
Station_Fes,juin,22,14,nan,15,nan,nan,0,0
Station_Fes,juin,23,nan,nan,nan,nan,1034,nan,0
Station_Fes,juin,24,nan,nan,nan,8,nan,5,0
Station_Fes,juin,25,nan,nan,0,nan,nan,nan,0
Station_Fes,juin,26,40,1,nan,nan,1025,nan,0
Station_Fes,juin,27,33,72,nan,96,981,8,0
Station_Fes,juin,28,24,nan,8,85,1022,8,0
Station_Fes,juin,29,10,62,1,nan,nan,4,0
Station_Fes,juin,30,20,nan,nan,39,nan,nan,0
Station_Fes,juillet,1,6,10,nan,nan,nan,nan,0
Station_Fes,juillet,2,6,32,0,nan,nan,nan,0
Station_Fes,juillet,3,6,90,10,nan,1027,nan,0
Station_Fes,juillet,4,30,nan,nan,nan,nan,9,0
Station_Fes,juillet,5,nan,nan,17,nan,nan,7,0
Station_Fes,juillet,6,nan,15,0,60,nan,0,0
Station_Fes,juillet,7,nan,nan,nan,78,1017,nan,0
Station_Fes,juillet,8,nan,16,nan,41,nan,9,0
Station_Fes,juillet,9,nan,17,nan,nan,nan,8,0
Station_Fes,juillet,10,34,nan,4,nan,nan,nan,0
Station_Fes,juillet,11,8,9,nan,12,1035,3,0
Station_Fes,juillet,12,nan,nan,nan,nan,988,0,0
Station_Fes,juillet,13,nan,nan,nan,29,nan,2,0
Station_Fes,juillet,14,16,8,3,nan,1035,8,0
Station_Fes,juillet,15,nan,nan,6,nan,nan,nan,0
Station_Fes,juillet,16,26,nan,nan,nan,982,6,0
Station_Fes,juillet,17,nan,nan,nan,23,1006,1,0
Station_Fes,juillet,18,nan,nan,19,nan,1039,nan,0
Station_Fes,juillet,19,2,55,nan,nan,1013,nan,0
Station_Fes,juillet,20,nan,nan,nan,93,nan,nan,0
Station_Fes,juillet,21,nan,nan,1,55,981,nan,0
Station_Fes,juillet,22,39,nan,nan,nan,1018,nan,0
Station_Fes,juillet,23,10,84,nan,14,1026,1,0
Station_Fes,juillet,24,32,nan,nan,40,nan,nan,0
Station_Fes,juillet,25,nan,89,nan,nan,1030,nan,0
Station_Fes,juillet,26,38,nan,20,37,1005,nan,0
Station_Fes,juillet,27,17,nan,nan,nan,nan,11,0
Station_Fes,juillet,28,nan,nan,nan,nan,1016,10,0
Station_Fes,juillet,29,7,nan,17,nan,1029,nan,0
Station_Fes,juillet,30,19,nan,nan,11,1034,nan,0
Station_Fes,juillet,31,26,85,nan,nan,nan,nan,0
Station_Fes,aout,1,nan,nan,nan,17,nan,3,0
Station_Fes,aout,2,10,36,nan,76,nan,7,0
Station_Fes,aout,3,nan,94,2,nan,nan,nan,0
Station_Fes,aout,4,20,12,4,11,nan,nan,0
Station_Fes,aout,5,22,nan,7,99,nan,9,0
Station_Fes,aout,6,31,nan,12,37,1034,nan,0
Station_Fes,aout,7,25,0,5,50,1025,11,46
Station_Fes,aout,8,nan,nan,nan,76,1023,nan,0
Station_Fes,aout,9,nan,80,19,78,nan,8,0
Station_Fes,aout,10,31,63,3,76,994,nan,0
Station_Fes,aout,11,nan,24,18,nan,nan,6,0
Station_Fes,aout,12,24,72,17,48,nan,1,56
Station_Fes,aout,13,nan,nan,nan,95,1035,2,0
Station_Fes,aout,14,nan,nan,6,nan,nan,nan,0
Station_Fes,aout,15,nan,56,nan,nan,nan,3,0
Station_Fes,aout,16,36,54,nan,47,nan,nan,0
Station_Fes,aout,17,22,nan,2,nan,nan,11,0
Station_Fes,aout,18,nan,27,15,nan,nan,nan,0
Station_Fes,aout,19,19,86,nan,nan,nan,nan,0
Station_Fes,aout,20,nan,92,17,nan,1003,nan,0
Station_Fes,aout,21,29,77,nan,97,nan,8,0
Station_Fes,aout,22,18,2,9,nan,nan,9,0
Station_Fes,aout,23,nan,68,9,nan,1000,nan,0
Station_Fes,aout,24,1,40,nan,nan,nan,8,0
Station_Fes,aout,25,nan,nan,nan,19,nan,2,0
Station_Fes,aout,26,nan,nan,7,nan,990,nan,0
Station_Fes,aout,27,nan,nan,5,38,nan,nan,0
Station_Fes,aout,28,nan,30,18,nan,1008,7,0
Station_Fes,aout,29,25,46,nan,nan,nan,nan,0
Station_Fes,aout,30,nan,nan,16,nan,991,2,0
Station_Fes,aout,31,39,36,nan,nan,nan,nan,0
Station_Fes,septembre,1,6,nan,nan,9,nan,nan,0
Station_Fes,septembre,2,nan,nan,20,nan,995,1,0
Station_Fes,septembre,3,nan,45,nan,nan,1034,4,0
Station_Fes,septembre,4,nan,nan,nan,26,984,2,0
Station_Fes,septembre,5,nan,33,11,89,nan,6,0
Station_Fes,septembre,6,30,84,nan,nan,1004,nan,0
Station_Fes,septembre,7,nan,nan,nan,56,nan,nan,0
Station_Fes,septembre,8,nan,74,8,30,1024,10,0
Station_Fes,septembre,9,28,nan,nan,nan,1000,nan,0
Station_Fes,septembre,10,nan,nan,nan,nan,nan,nan,0
Station_Fes,septembre,11,9,nan,nan,88,nan,nan,0
Station_Fes,septembre,12,12,nan,nan,nan,1032,nan,0
Station_Fes,septembre,13,6,nan,nan,nan,1018,nan,0
Station_Fes,septembre,14,9,42,nan,77,1040,nan,0
Station_Fes,septembre,15,11,23,10,nan,nan,3,0
Station_Fes,septembre,16,nan,nan,nan,nan,1039,11,0
Station_Fes,septembre,17,20,18,nan,nan,992,1,0
Station_Fes,septembre,18,20,nan,nan,61,1003,nan,0
Station_Fes,septembre,19,26,nan,3,nan,1005,nan,0
Station_Fes,septembre,20,nan,84,3,nan,nan,nan,0
Station_Fes,septembre,21,17,nan,1,38,nan,nan,0
Station_Fes,septembre,22,nan,nan,nan,nan,985,1,0
Station_Fes,septembre,23,nan,nan,nan,95,982,nan,0
Station_Fes,septembre,24,39,34,nan,nan,1009,3,0
Station_Fes,septembre,25,32,34,nan,60,994,nan,0
Station_Fes,septembre,26,nan,3,9,nan,998,4,0
Station_Fes,septembre,27,nan,42,20,nan,1031,11,0
Station_Fes,septembre,28,nan,nan,14,77,1005,nan,0
Station_Fes,septembre,29,29,nan,14,44,nan,nan,0
Station_Fes,septembre,30,22,nan,nan,nan,nan,5,0
Station_Fes,octobre,1,31,29,nan,8,1002,2,0
Station_Fes,octobre,2,1,nan,nan,nan,nan,nan,0
Station_Fes,octobre,3,nan,37,nan,2,nan,11,0
Station_Fes,octobre,4,nan,nan,nan,nan,nan,10,0
Station_Fes,octobre,5,nan,nan,nan,nan,1002,nan,0
Station_Fes,octobre,6,nan,nan,nan,78,nan,8,0
Station_Fes,octobre,7,nan,37,nan,16,nan,2,0
Station_Fes,octobre,8,10,nan,7,nan,nan,nan,0
Station_Fes,octobre,9,nan,44,16,nan,nan,nan,0
Station_Fes,octobre,10,nan,20,4,nan,nan,nan,0
Station_Fes,octobre,11,34,nan,nan,nan,nan,nan,0
Station_Fes,octobre,12,0,nan,nan,nan,1034,nan,0
Station_Fes,octobre,13,9,nan,16,70,1003,nan,0
Station_Fes,octobre,14,nan,nan,nan,nan,nan,8,0
Station_Fes,octobre,15,nan,nan,nan,34,983,nan,0
Station_Fes,octobre,16,nan,29,nan,nan,994,nan,0
Station_Fes,octobre,17,7,44,1,36,nan,7,51
Station_Fes,octobre,18,7,10,nan,nan,1011,1,0
Station_Fes,octobre,19,nan,nan,nan,nan,1001,nan,0
Station_Fes,octobre,20,nan,55,nan,nan,nan,nan,0
Station_Fes,octobre,21,nan,nan,14,nan,nan,nan,0
Station_Fes,octobre,22,2,62,11,nan,1019,7,0
Station_Fes,octobre,23,nan,32,6,nan,nan,2,0
Station_Fes,octobre,24,nan,94,4,45,1003,0,0
Station_Fes,octobre,25,nan,57,1,40,993,3,0
Station_Fes,octobre,26,nan,53,nan,nan,991,nan,0
Station_Fes,octobre,27,38,nan,nan,2,1012,4,0
Station_Fes,octobre,28,16,94,nan,68,nan,nan,0
Station_Fes,octobre,29,nan,nan,6,nan,1000,9,0
Station_Fes,octobre,30,nan,97,nan,58,nan,8,0
Station_Fes,octobre,31,19,66,nan,nan,983,7,0
Station_Fes,novembre,1,nan,nan,nan,nan,nan,nan,0
Station_Fes,novembre,2,38,2,nan,nan,nan,5,0
Station_Fes,novembre,3,nan,nan,19,61,1018,11,0
Station_Fes,novembre,4,nan,nan,nan,nan,nan,11,0
Station_Fes,novembre,5,nan,61,nan,88,nan,6,0
Station_Fes,novembre,6,21,nan,nan,nan,1040,nan,0
Station_Fes,novembre,7,nan,nan,0,17,984,nan,0
Station_Fes,novembre,8,31,11,nan,nan,997,nan,0
Station_Fes,novembre,9,25,nan,8,78,1011,nan,0
Station_Fes,novembre,10,nan,43,14,42,nan,nan,0
Station_Fes,novembre,11,nan,nan,4,nan,nan,8,0
Station_Fes,novembre,12,22,nan,16,32,nan,nan,0
Station_Fes,novembre,13,nan,nan,nan,nan,nan,nan,0
Station_Fes,novembre,14,21,79,nan,96,nan,8,0
Station_Fes,novembre,15,nan,28,17,nan,nan,nan,0
Station_Fes,novembre,16,nan,61,13,nan,nan,10,0
Station_Fes,novembre,17,0,37,5,21,1012,8,38
Station_Fes,novembre,18,nan,54,16,nan,nan,nan,0
Station_Fes,novembre,19,nan,30,8,24,991,nan,0
Station_Fes,novembre,20,nan,66,nan,7,nan,nan,0
Station_Fes,novembre,21,nan,nan,nan,12,nan,6,0
Station_Fes,novembre,22,nan,93,nan,nan,nan,1,0
Station_Fes,novembre,23,39,35,11,nan,991,1,0
Station_Fes,novembre,24,nan,nan,nan,58,nan,11,0
Station_Fes,novembre,25,nan,nan,16,nan,nan,10,0
Station_Fes,novembre,26,nan,nan,11,nan,981,5,0
Station_Fes,novembre,27,11,24,18,67,992,nan,0
Station_Fes,novembre,28,0,nan,2,4,996,nan,0
Station_Fes,novembre,29,25,nan,1,59,nan,nan,0
Station_Fes,novembre,30,nan,62,nan,nan,nan,nan,0
Station_Fes,decembre,1,nan,nan,20,32,nan,9,0
Station_Fes,decembre,2,nan,56,17,42,994,6,0
Station_Fes,decembre,3,7,16,nan,nan,nan,4,0
Station_Fes,decembre,4,4,34,nan,50,991,nan,0
Station_Fes,decembre,5,nan,nan,10,63,987,nan,0
Station_Fes,decembre,6,nan,nan,16,nan,1015,5,0
Station_Fes,decembre,7,nan,26,13,nan,1038,4,0
Station_Fes,decembre,8,3,44,nan,68,1028,9,0
Station_Fes,decembre,9,nan,nan,0,nan,nan,nan,0
Station_Fes,decembre,10,31,59,nan,nan,nan,nan,0
Station_Fes,decembre,11,nan,70,13,nan,nan,8,0
Station_Fes,decembre,12,23,22,3,nan,nan,4,0
Station_Fes,decembre,13,nan,nan,nan,nan,nan,10,0
Station_Fes,decembre,14,nan,nan,17,33,1002,nan,0
Station_Fes,decembre,15,nan,nan,5,57,1036,2,0
Station_Fes,decembre,16,nan,nan,15,9,1022,9,0
Station_Fes,decembre,17,7,nan,4,75,nan,0,0
Station_Fes,decembre,18,10,30,20,nan,nan,nan,0
Station_Fes,decembre,19,18,12,nan,nan,nan,nan,0
Station_Fes,decembre,20,nan,82,6,51,nan,10,0
Station_Fes,decembre,21,14,80,nan,98,nan,9,0
Station_Fes,decembre,22,12,nan,5,nan,nan,nan,0
Station_Fes,decembre,23,nan,nan,3,nan,1014,0,0
Station_Fes,decembre,24,nan,nan,8,62,1028,3,0
Station_Fes,decembre,25,35,65,nan,65,1009,8,0
Station_Fes,decembre,26,24,nan,3,94,1028,nan,0
Station_Fes,decembre,27,nan,13,13,41,997,0,0
Station_Fes,decembre,28,nan,nan,nan,nan,1029,1,0
Station_Fes,decembre,29,8,nan,nan,nan,nan,1,0
Station_Fes,decembre,30,18,nan,nan,50,nan,11,0
Station_Fes,decembre,31,36,69,nan,81,nan,nan,0
